feats,op,order,v_sep,tail_ir,flip_rate,half1_sep,half2_sep,range_corr,redundancy,max_component_sep,lift_over_components
mp_d4_b65_sym_frob|ATR%,max,2,0.06913181677758543,0.7308929167878273,0.3125,0.0722249141432539,0.06613244963511901,0.42436715639066097,0.6503600710882927,0.05337496034773076,0.015756856429854665
F4_Price_Ratio|trading_signal_composite|stress_v7,mean3,3,0.05902462622368018,0.7306072619680868,0.25,0.06604247567185668,0.05221943887999386,0.3596247183266323,0.4349287758550586,0.05307409683031943,0.00595052939336075
mp_d4_b396_sym_trace|direction_flipper_count5|volatility_score,mean3,3,0.060702716391599736,0.7304416735026603,0.40625,0.06857460987282163,0.053069365137081555,0.25765156346184254,0.47038078172282444,0.05552749810283517,0.005175218288764563
mp_d4_b396_sym_trace|trend_consistency_5d|volatility_score,mean3,3,0.060702716391599736,0.7304416735026603,0.40625,0.06857460987282163,0.053069365137081555,0.25765156335041745,0.47038077667748845,0.05552749810283517,0.005175218288764563
mp_d4_b185_sym_trace|trading_signal_composite|G_Price_Gap_Analyzer,min3,3,0.05314255045735263,0.7303614113299781,0.40625,0.04877305428553867,0.05737963765426313,0.2358573248238813,0.38610639508676,0.03986300471960146,0.01327954573775117
rapid_price_change_zscore|hammer_pattern|Realized_Vol_21d,mean3,3,0.05724363266893752,0.7301615104950424,0.296875,0.06051448147673294,0.054071900491681334,0.24697758746731424,0.5838866092136514,0.041747530178064124,0.015496102490873395
rapid_price_change_zscore|volatility_score|Volume%_rolling_90,mean3,3,0.0552480046677908,0.7301546366858813,0.375,0.06598964044574457,0.04483187300432046,0.4044267189795247,0.3824774384763575,0.041747530178064124,0.013500474489726674
mp_d4_b396_sym_trace|Realized_Vol_10d|volatility_score,mean3,3,0.06647955577343569,0.730054294240534,0.34375,0.07936898871207423,0.05398071171172558,0.39955709321926697,0.4861403348569868,0.05552749810283517,0.010952057670600514
F4_Price_Ratio|High_Close|ATR%,mean3,3,0.06590674811669676,0.7299683440668746,0.28125,0.06307467716079755,0.06865299874059906,0.4588391007435456,0.5677653172637805,0.05307409683031943,0.012832651286377332
F4_Price_Ratio|High_Close|atr_percentage,mean3,3,0.06590674811669676,0.7299683440668746,0.28125,0.06307467716079755,0.06865299874059906,0.4588390992542145,0.5677652721636837,0.05307409683031943,0.012832651286377332
High_Close|trading_signal_composite|G_Complex_Price_Pattern_Indicator,mean3,3,0.059232605259496036,0.7298710725371136,0.375,0.06064497793211132,0.0578630317587782,0.40207983113423684,0.47580740333869176,0.05191560677635443,0.007316998483141608
hammer_pattern|return_5d|volatility_score,mean3,3,0.05779344456059011,0.7297631733120048,0.28125,0.07059948324125925,0.04537546765812305,0.20995833042244622,0.5515729144547801,0.035384398153722414,0.022409046406867694
hammer_pattern|rapid_price_change_5d|volatility_score,mean3,3,0.05779344456059011,0.7297631733120048,0.28125,0.07059948324125925,0.04537546765812305,0.20995833042244622,0.5515729144547801,0.035384398153722414,0.022409046406867694
mp_d4_b291_sym_frob|G_Cyclical_Price_Oscillator|volatility_score,mean3,3,0.05889472933672477,0.7297573599925038,0.3125,0.0667928411774364,0.051235954218458946,0.16421956526425963,0.3437259045653183,0.04640976753061049,0.012484961806114282
Realized_Vol_10d|hammer_pattern|stress_v7,mean3,3,0.05670663998683137,0.7297335476542443,0.359375,0.0692194351115326,0.04457302047196958,0.3215968648325261,0.6099850638422323,0.04172626192978929,0.014980378057042082
F4_Price_Ratio|Realized_Vol_10d|G_Momentum_Confluence_Indicator,mean3,3,0.058497208100202834,0.7297117297786797,0.3125,0.06217435637299259,0.05493148856295217,0.3307601074914696,0.4335812672087476,0.05307409683031943,0.005423111269883402
information_rate_of_change|trading_signal_composite|G_Log_Scaled_Price_Ratio,mean3,3,0.05241424003345461,0.7296695351683063,0.390625,0.05636827152488208,0.04858002767813101,0.3441789205266643,0.46035069028327313,0.03655015770190881,0.0158640823315458
ATR%|gap_percentage|Volume%_rolling_90,mean3,3,0.06223517428751776,0.7294714486806098,0.375,0.05397979138991971,0.07024039406700675,0.4616453508156625,0.5705697979960132,0.049875357889666544,0.012359816397851213
atr_percentage|gap_percentage|Volume%_rolling_90,mean3,3,0.06223517428751776,0.7294714486806098,0.375,0.05397979138991971,0.07024039406700675,0.46164534994255224,0.5705697430605934,0.049875357889666544,0.012359816397851213
High_Close|Realized_Vol_10d|G_Cyclical_Price_Oscillator,mean3,3,0.058170109467634526,0.7294575498211185,0.3125,0.06021060196910811,0.05619145007226622,0.42923488302554247,0.45421011275307815,0.05191560677635443,0.006254502691280098
Realized_Vol_10d|G_Cyclical_Price_Oscillator|Volume%_rolling_90,min3,3,0.052002046438730576,0.7294479734095533,0.328125,0.05300783732575518,0.05102673406343398,0.2933843452724336,0.36053646091288427,0.04172626192978929,0.010275784508941288
F4_Price_Ratio|hammer_pattern|trading_signal_composite,mean3,3,0.05968665024584007,0.7293900617473839,0.34375,0.05845760654742453,0.06087845019581876,0.3304500158411293,0.6162711428553314,0.05307409683031943,0.006612553415520639
information_rate_of_change|direction_flipper_count5|Volume%_rolling_90,mean3,3,0.0552694517835447,0.7291452140948442,0.40625,0.055994453739762466,0.05456641958357596,0.33852691868817675,0.41517319332361,0.03655015770190881,0.01871929408163589
information_rate_of_change|trend_consistency_5d|Volume%_rolling_90,mean3,3,0.0552694517835447,0.7291452140948442,0.40625,0.055994453739762466,0.05456641958357596,0.3385269186347514,0.4151731886487963,0.03655015770190881,0.01871929408163589
hammer_pattern|Realized_Vol_21d|emd_features_IMF_2_Energy,min3,3,0.052257769198253375,0.7287753354382168,0.265625,0.05502340482344697,0.04957594071321716,0.18627579669538258,0.46971573900849645,0.035384398153722414,0.01687337104453096
Realized_Vol_21d|trading_signal_composite|G_Price_Gap_Analyzer,min3,3,0.05212777951231328,0.7286695182120744,0.40625,0.06472739281023548,0.03990997267796446,0.21641474596058013,0.3090927537479552,0.033521575808178314,0.018606203704134967
information_rate_of_change|trend_consistency_5d|volatility_score,mean3,3,0.05324821377783772,0.7285064293378972,0.375,0.0715466981030248,0.03550422897765632,0.07252076493906513,0.3062134234585397,0.03655015770190881,0.016698056075928912
information_rate_of_change|direction_flipper_count5|volatility_score,mean3,3,0.05324821377783772,0.7285064293378972,0.375,0.0715466981030248,0.03550422897765632,0.0725207644906784,0.30621342394328366,0.03655015770190881,0.016698056075928912
mp_d4_b396_sym_trace|atr_percentage,max,2,0.07011208456134978,0.7283333471103555,0.3125,0.06435960668767476,0.07569024492370131,0.3719409118632669,0.6513345021876367,0.05552749810283517,0.014584586458514605
mp_d4_b396_sym_trace|ATR%,max,2,0.07011208456134978,0.7283333471103555,0.3125,0.06435960668767476,0.07569024492370131,0.3719409069033253,0.6513345319450503,0.05552749810283517,0.014584586458514605
rapid_price_change_zscore|hammer_pattern|G_Volume_Trend_Analyzer,mean3,3,0.05614725985629266,0.7283185148607574,0.328125,0.058314641529972705,0.054045556415148376,0.37960737000606487,0.6577013594672113,0.041747530178064124,0.014399729678228536
hammer_pattern|G_High_Price_Momentum_Indicator|volatility_score,mean3,3,0.05823176477753859,0.7282544532659656,0.34375,0.06687144420384206,0.04985389381869886,0.3526430592935633,0.5690658658409348,0.035384398153722414,0.022847366623816173
F4_Price_Ratio|Realized_Vol_10d|G_Complex_Price_Pattern_Indicator,mean3,3,0.058826732009734095,0.7277722857814477,0.359375,0.06460413165556,0.05322440508044837,0.3370533858133424,0.4392793641574925,0.05307409683031943,0.005752635179414663
information_rate_of_change|trading_signal_composite|direction_flipper_count5,mean3,3,0.0513680428814466,0.7275699705871245,0.34375,0.06284844007005475,0.040235536516735664,0.17289785925603884,0.3463138790014354,0.03655015770190881,0.01481788517953779
information_rate_of_change|trading_signal_composite|trend_consistency_5d,mean3,3,0.0513680428814466,0.7275699705871245,0.34375,0.06284844007005475,0.040235536516735664,0.172897859212418,0.34631387460661367,0.03655015770190881,0.01481788517953779
mp_d4_b396_sym_trace|High_Close|atr_percentage,mean3,3,0.07370026947814903,0.7274209455130628,0.3125,0.0645959240723791,0.08252872562919866,0.49622468775971157,0.6457021818327202,0.05552749810283517,0.01817277137531386
mp_d4_b396_sym_trace|High_Close|ATR%,mean3,3,0.07370026947814903,0.7274209455130628,0.3125,0.0645959240723791,0.08252872562919866,0.4962246869280698,0.645702181012966,0.05552749810283517,0.01817277137531386
F4_Price_Ratio|Realized_Vol_10d|G_Cyclical_Price_Oscillator,mean3,3,0.058895586412042455,0.7273255316574231,0.3125,0.06077101142972115,0.05707699245550555,0.3402194135682311,0.42104158764316507,0.05307409683031943,0.005821489581723023
Realized_Vol_10d|G_Cyclical_Price_Oscillator|G_Log_Scaled_Price_Ratio,mean3,3,0.05254303745524952,0.7272642943184836,0.390625,0.06067435970757307,0.04465811890754184,0.3950119920055828,0.4057229890886256,0.04172626192978929,0.010816775525460232
rapid_price_change_zscore|Realized_Vol_10d|G_Volume_Trend_Analyzer,mean3,3,0.05813025784691919,0.727163608799436,0.3125,0.07119018838471748,0.04546608277996328,0.47634799166435693,0.49369629962519046,0.041747530178064124,0.016382727668855068
Realized_Vol_10d|G_Log_Scaled_Price_Ratio|G_Triple_High_Trend_Indicator,mean3,3,0.052934491223417965,0.7269704668346908,0.34375,0.06349138142601553,0.04269750678453549,0.3846873448189517,0.39569101420294256,0.04172626192978929,0.011208229293628677
mp_d4_b396_sym_trace|Realized_Vol_10d|G_Triple_High_Trend_Indicator,mean3,3,0.06344783138859238,0.7268467073297836,0.28125,0.06171068589022579,0.0651323361142812,0.3451146026099697,0.5011772475779966,0.05552749810283517,0.007920333285757204
ATR%|hammer_pattern|G_Triple_High_Trend_Indicator,mean3,3,0.0608493737251948,0.726773002954895,0.296875,0.06037234396661774,0.06131194803654224,0.20124808580464904,0.6555500877183531,0.049875357889666544,0.010974015835528254
atr_percentage|hammer_pattern|G_Triple_High_Trend_Indicator,mean3,3,0.0608493737251948,0.726773002954895,0.296875,0.06037234396661774,0.06131194803654224,0.20124807364671324,0.6555500423187686,0.049875357889666544,0.010974015835528254
atr_percentage|G_Volume_Trend_Analyzer|volatility_score,mean3,3,0.056071046203819586,0.7266847211447962,0.3125,0.07510982364080254,0.03760920141644219,0.3989135058528893,0.5306721375493463,0.049875357889666544,0.006195688314153042
ATR%|G_Volume_Trend_Analyzer|volatility_score,mean3,3,0.056071046203819586,0.7266847211447962,0.3125,0.07510982364080254,0.03760920141644219,0.39891351214082,0.5306722014574541,0.049875357889666544,0.006195688314153042
F4_Price_Ratio|G_Price_Volume_Disparity_Index|Volume%_rolling_90,mean3,3,0.06045160485320401,0.7265272133980771,0.34375,0.0492974867419131,0.0712677193853649,0.4462483743600945,0.45480015706839544,0.05307409683031943,0.007377508022884581
High_Close|ATR%|return_3d,mean3,3,0.06000534713392493,0.7265108705561917,0.28125,0.06267276746524222,0.05741875772173846,0.4323535066683932,0.5670377472114396,0.05191560677635443,0.008089740357570499
High_Close|atr_percentage|return_3d,mean3,3,0.06000534713392493,0.7265108705561917,0.28125,0.06267276746524222,0.05741875772173846,0.43235350434635145,0.5670377441055476,0.05191560677635443,0.008089740357570499
High_Close|Realized_Vol_21d|volatility_score,mean3,3,0.06238228867582585,0.7264407853121005,0.34375,0.07333514479729156,0.051761337285313624,0.42969465073299246,0.42057353394568464,0.05191560677635443,0.01046668189947142
F4_Price_Ratio|ATR%,max,2,0.06548639264578002,0.725989247312318,0.21875,0.06804148200218464,0.06300873023956947,0.37266681762125153,0.6779487612687719,0.05307409683031943,0.012412295815460585
F4_Price_Ratio|atr_percentage,max,2,0.06548639264578002,0.725989247312318,0.21875,0.06804148200218464,0.06300873023956947,0.37266683494507136,0.677948733766774,0.05307409683031943,0.012412295815460585
Realized_Vol_10d|hammer_pattern|volatility_score,mean3,3,0.06135629399867147,0.7257893422813961,0.3125,0.0800293202975694,0.04324911698155833,0.29633579865023396,0.4595575920374973,0.04172626192978929,0.019630032068882183
High_Close|Realized_Vol_10d|stress_v7,mean3,3,0.05937550552115156,0.7256711741855557,0.25,0.06655854726421477,0.052410131709696335,0.4825664583606465,0.6287921170590997,0.05191560677635443,0.007459898744797133
F4_Price_Ratio|Realized_Vol_10d|G_Triple_High_Trend_Indicator,mean3,3,0.05832874889072555,0.7256268769518979,0.3125,0.06199856205275549,0.05477014218815106,0.3239481857334314,0.4348481688961614,0.05307409683031943,0.005254652060406116
F4_Price_Ratio|Realized_Vol_10d|information_rate_of_change,mean3,3,0.061707610514005626,0.7253883170873189,0.3125,0.0643612266176343,0.05913440701957784,0.31727423295651347,0.5624733545914018,0.05307409683031943,0.008633513683686193
Realized_Vol_10d|G_Cyclical_Price_Oscillator|G_High_Price_Momentum_Indicator,mean3,3,0.05251297845494199,0.7253227500025918,0.375,0.060796596525808926,0.04448037911349527,0.39917417078465733,0.40854634892348207,0.04172626192978929,0.0107867165251527
ATR%|momentum_strength_continuous|volatility_score,mean3,3,0.061157809095792014,0.7253153102086919,0.359375,0.07908093933420692,0.04377780401611695,0.21282413353884877,0.618780037933312,0.049875357889666544,0.01128245120612547
atr_percentage|momentum_strength_continuous|volatility_score,mean3,3,0.061157809095792014,0.7253153102086919,0.359375,0.07908093933420692,0.04377780401611695,0.2128241195071948,0.6187799814137601,0.049875357889666544,0.01128245120612547
atr_percentage|G_Volume_Trend_Analyzer|VWAP%,mean3,3,0.0566096889770863,0.7251187186648916,0.296875,0.058316125005323016,0.05495496313152344,0.4707707362180499,0.5676941685831203,0.049875357889666544,0.006734331087419755
ATR%|G_Volume_Trend_Analyzer|VWAP%,mean3,3,0.0566096889770863,0.7251187186648916,0.296875,0.058316125005323016,0.05495496313152344,0.4707707368808793,0.5676942264737951,0.049875357889666544,0.006734331087419755
mp_d4_b396_sym_trace|trading_signal_composite|stress_v7,mean3,3,0.0632637024681586,0.7249881565951212,0.265625,0.06571870193835297,0.060883096921303434,0.38148571990097935,0.5512213918091692,0.05552749810283517,0.007736204365323428
Realized_Vol_10d|hammer_pattern|G_High_Price_Momentum_Indicator,min3,3,0.05514816750085342,0.7249615542994694,0.25,0.0628349915927599,0.047694277472338044,0.3160146283743413,0.5030633157651387,0.04172626192978929,0.013421905571064131
mp_d4_b396_sym_trace|ATR%|G_Complex_Price_Pattern_Indicator,mean3,3,0.0691446157527706,0.7247192237356255,0.3125,0.06883043848289282,0.06944927249931875,0.3047051514492588,0.6973382191248185,0.05552749810283517,0.01361711764993543
mp_d4_b396_sym_trace|atr_percentage|G_Complex_Price_Pattern_Indicator,mean3,3,0.0691446157527706,0.7247192237356255,0.3125,0.06883043848289282,0.06944927249931875,0.30470514624036177,0.6973381800233277,0.05552749810283517,0.01361711764993543
ATR%|return_3d,max,2,0.05603027286169587,0.724525978464783,0.359375,0.06739175185994455,0.045013081105818364,0.33300973145651835,0.6162695165002675,0.049875357889666544,0.0061549149720293295
atr_percentage|return_3d,max,2,0.05603027286169587,0.724525978464783,0.359375,0.06739175185994455,0.045013081105818364,0.33300973955821206,0.6162694833191986,0.049875357889666544,0.0061549149720293295
atr_percentage|price_acceleration|G_Volume_Trend_Analyzer,mean3,3,0.05953609887316981,0.7243837322740202,0.375,0.07456362315310573,0.04496395411686831,0.4601484528680205,0.5570658165647573,0.049875357889666544,0.009660740983503266
ATR%|price_acceleration|G_Volume_Trend_Analyzer,mean3,3,0.05953609887316981,0.7243837322740202,0.375,0.07456362315310573,0.04496395411686831,0.46014845473974525,0.5570658764081939,0.049875357889666544,0.009660740983503266
Realized_Vol_10d|G_Volume_Trend_Analyzer|G_Complex_Price_Pattern_Indicator,mean3,3,0.05323388470295781,0.7243536260415057,0.34375,0.06595298206593278,0.040900214532800266,0.42527364542644613,0.33430725567620573,0.04172626192978929,0.011507622773168524
ATR%|hammer_pattern|momentum_strength_continuous,mean3,3,0.0636881256927872,0.7241778447141475,0.296875,0.06772971056309836,0.05976901309127334,0.25381343389060196,0.5634055494116501,0.049875357889666544,0.013812767803120657
atr_percentage|hammer_pattern|momentum_strength_continuous,mean3,3,0.0636881256927872,0.7241778447141475,0.296875,0.06772971056309836,0.05976901309127334,0.25381342272573626,0.5634054957298494,0.049875357889666544,0.013812767803120657
F4_Price_Ratio|hammer_pattern|cv_20d_regime_low,mean3,3,0.0632381333745321,0.7241676859937867,0.40625,0.05625620155962147,0.07000849149808178,0.19755668927274783,0.5208304137991585,0.05307409683031943,0.01016403654421267
mp_d4_b267_sym_trace|G_Price_Gap_Analyzer|volatility_score,mean3,3,0.05682747955283556,0.7240494532565579,0.34375,0.05982549922365008,0.05392030896295483,0.2619058769556603,0.4248322918756654,0.04647138352558932,0.010356096027246242
mp_d4_b65_sym_frob|rapid_price_change_zscore|volatility_score,mean3,3,0.06351595072792546,0.7239970055342779,0.3125,0.07555514832083568,0.05184157730449738,0.3626110711400065,0.5933080055133835,0.05337496034773076,0.010140990380194698
mp_d4_b477_skew_trace|cv_20d_percentile|Mean_Reversion_Z_Score_90_std_1,mean3,3,0.057321547079661854,-0.723916307666575,0.34375,-0.058950484162777185,-0.055741971726337894,0.2547572182215664,0.34710694106821094,0.03768819688218446,0.019633350197477396
ATR%|mp_d4_b267_sym_trace|rapid_price_change_zscore,mean3,3,0.0679692244977658,0.7238163068688486,0.265625,0.07106365305353302,0.06496856650429456,0.3817754521120662,0.6187318568066756,0.049875357889666544,0.01809386660809925
atr_percentage|mp_d4_b267_sym_trace|rapid_price_change_zscore,mean3,3,0.0679692244977658,0.7238163068688486,0.265625,0.07106365305353302,0.06496856650429456,0.3817754485229283,0.6187318573590989,0.049875357889666544,0.01809386660809925
Realized_Vol_10d|information_rate_of_change|G_Log_Scaled_Price_Ratio,mean3,3,0.054176091253420114,0.7237987699330133,0.34375,0.059538688612282974,0.04897599684482582,0.3759076553073312,0.4904016734383876,0.04172626192978929,0.012449829323630826
rapid_price_change_zscore|hammer_pattern|Volume%_rolling_90,mean3,3,0.058039662557063595,0.7236164751963345,0.390625,0.054153012514450885,0.06180853532565772,0.40619684097595743,0.6584253591637975,0.041747530178064124,0.01629213237899947
hammer_pattern|G_Log_Scaled_Price_Ratio|volatility_score,mean3,3,0.057846683166530556,0.7235581435429546,0.34375,0.06617662069943175,0.049769167983111214,0.346543195139174,0.5644492968144045,0.035384398153722414,0.022462285012808142
Realized_Vol_10d|Realized_Vol_21d|G_Log_Scaled_Price_Ratio,min3,3,0.05110690545964967,0.7234686618642407,0.375,0.0619950758783139,0.04054867959912679,0.31254311156039233,0.37431869804133827,0.04172626192978929,0.009380643529860379
Realized_Vol_10d|Realized_Vol_21d|G_High_Price_Momentum_Indicator,min3,3,0.05133052861489963,0.723418318848114,0.375,0.06219809506234563,0.04079228236283077,0.3187926440528869,0.379879127595358,0.04172626192978929,0.009604266685110344
F4_Price_Ratio|atr_percentage|return_3d,mean3,3,0.059488856238701766,0.7233717768907643,0.28125,0.06072439056198825,0.05829076234945427,0.345363147863723,0.5830018563864725,0.05307409683031943,0.006414759408382334
F4_Price_Ratio|ATR%|return_3d,mean3,3,0.059488856238701766,0.7233717768907643,0.28125,0.06072439056198825,0.05829076234945427,0.34536315338300794,0.5830019029244169,0.05307409683031943,0.006414759408382334
High_Close|Realized_Vol_10d|G_Momentum_Confluence_Indicator,mean3,3,0.05784822872881188,0.7233200471877285,0.375,0.061820040044837266,0.05399677533145393,0.42253093325482965,0.4483829554091081,0.05191560677635443,0.005932621952457452
ATR%|hammer_pattern|momentum_score,mean3,3,0.062002139075364365,0.7231961332006168,0.265625,0.06820837373622303,0.0559839721315014,0.2628927958639035,0.5623747352229224,0.049875357889666544,0.012126781185697821
atr_percentage|hammer_pattern|momentum_score,mean3,3,0.062002139075364365,0.7231961332006168,0.265625,0.06820837373622303,0.0559839721315014,0.26289278538905425,0.5623746821316213,0.049875357889666544,0.012126781185697821
hammer_pattern|G_Momentum_Confluence_Indicator|volatility_score,mean3,3,0.053204135911659366,0.7230707845458348,0.3125,0.05547777289194694,0.05099939702168353,0.1092918491553978,0.34635300355579435,0.035384398153722414,0.01781973775793695
ATR%|open_close_ratio,max,2,0.06262383174617656,0.7230087394126036,0.3125,0.06621057115365547,0.05914578141165152,0.42703854706717737,0.6426449957417019,0.049875357889666544,0.012748473856510012
atr_percentage|open_close_ratio,max,2,0.06262383174617656,0.7230087394126036,0.3125,0.06621057115365547,0.05914578141165152,0.4270385741522896,0.6426450260857356,0.049875357889666544,0.012748473856510012
High_Close|Realized_Vol_10d|Realized_Vol_21d,min3,3,0.059255661129630335,0.7226684452217947,0.40625,0.06693761376536911,0.0518064949373988,0.32215126618418455,0.4437360464025991,0.05191560677635443,0.007340054353275907
High_Close|ATR%|rapid_price_change_5d,mean3,3,0.06226552784661968,0.7224651878748476,0.28125,0.0652894813762537,0.0593332092724291,0.433994952703388,0.5739532365369541,0.05191560677635443,0.01034992107026525
High_Close|atr_percentage|return_5d,mean3,3,0.06226552784661968,0.7224651878748476,0.28125,0.0652894813762537,0.0593332092724291,0.43399495047028874,0.5739531888631809,0.05191560677635443,0.01034992107026525
High_Close|atr_percentage|rapid_price_change_5d,mean3,3,0.06226552784661968,0.7224651878748476,0.28125,0.0652894813762537,0.0593332092724291,0.43399495047028874,0.5739531888631809,0.05191560677635443,0.01034992107026525
High_Close|ATR%|return_5d,mean3,3,0.06226552784661968,0.7224651878748476,0.28125,0.0652894813762537,0.0593332092724291,0.433994952703388,0.5739532365369541,0.05191560677635443,0.01034992107026525
mp_d4_b396_sym_trace|trading_signal_composite|G_Complex_Price_Pattern_Indicator,mean3,3,0.06270282529388603,0.7223443462661691,0.28125,0.06015875191539441,0.06516980553969609,0.32698772597714365,0.5321886612714665,0.05552749810283517,0.007175327191050858
F4_Price_Ratio|atr_percentage|momentum_score,mean3,3,0.06216486500877742,0.7223311100837663,0.28125,0.06542229553666531,0.059006144496886126,0.3199311293576777,0.5878290283498774,0.05307409683031943,0.00909076817845799
F4_Price_Ratio|ATR%|momentum_score,mean3,3,0.06216486500877742,0.7223311100837663,0.28125,0.06542229553666531,0.059006144496886126,0.3199311360590078,0.5878290761384767,0.05307409683031943,0.00909076817845799
High_Close|stress_v7|cv_20d_regime_low,mean3,3,0.06038131057921129,0.7223136709758728,0.375,0.061412337232070145,0.05938152715825724,0.3078214005376721,0.41303215554776673,0.05191560677635443,0.008465703802856862
hammer_pattern|Realized_Vol_21d|trading_signal_composite,min3,3,0.05515521648268604,0.7222530271708457,0.40625,0.06325103299227547,0.04730472774611445,0.2966030220540068,0.45535929207903436,0.035384398153722414,0.019770818328963623
F4_Price_Ratio|mp_d4_b267_sym_trace|volatility_score,mean3,3,0.061059098110688,0.7221502268031185,0.34375,0.057201574263308054,0.06479972729602614,0.3806681047809028,0.5632086541363097,0.05307409683031943,0.007985001280368567
hammer_pattern|trading_signal_composite|G_Complex_Price_Pattern_Indicator,mean3,3,0.058530062125790726,0.7221177926227849,0.3125,0.060023796626267584,0.05708159230714652,0.23484873986579627,0.5170737006864898,0.035384398153722414,0.02314566397206831
Realized_Vol_10d|hammer_pattern|Realized_Vol_21d,mean3,3,0.05580843017981813,0.7220005253599551,0.40625,0.06695473088121814,0.044999896166339357,0.3095749217868267,0.4901966546109614,0.04172626192978929,0.014082168250028844
mp_d4_b65_sym_frob|G_Price_Volume_Disparity_Index|volatility_score,mean3,3,0.06065953052545662,0.7219729844438046,0.40625,0.07082073621304733,0.05080624016173229,0.2973405227687473,0.4333451038321357,0.05337496034773076,0.007284570177725859
F4_Price_Ratio|atr_percentage|distance_from_sma_10d,mean3,3,0.06071403801562281,0.7219066632573061,0.25,0.060894173189868964,0.06053936148302048,0.34332432519959266,0.5845340584619526,0.05307409683031943,0.007639941185303374
F4_Price_Ratio|ATR%|distance_from_sma_10d,mean3,3,0.06071403801562281,0.7219066632573061,0.25,0.060894173189868964,0.06053936148302048,0.3433243310611606,0.584534105402673,0.05307409683031943,0.007639941185303374
Realized_Vol_10d|G_High_Price_Momentum_Indicator|G_Triple_High_Trend_Indicator,mean3,3,0.05268278849120498,0.7218928675148798,0.34375,0.06368102594404236,0.04201783096118085,0.3889983126054072,0.3986202689106586,0.04172626192978929,0.010956526561415693
ATR%|trading_signal_composite|G_Complex_Price_Pattern_Indicator,mean3,3,0.059529756560174715,0.7213569478657226,0.375,0.07441957936278175,0.04509114050916184,0.27536932421039684,0.6624578942181371,0.049875357889666544,0.009654398670508171
atr_percentage|trading_signal_composite|G_Complex_Price_Pattern_Indicator,mean3,3,0.059529756560174715,0.7213569478657226,0.375,0.07441957936278175,0.04509114050916184,0.2753693165070593,0.6624578496134432,0.049875357889666544,0.009654398670508171
information_rate_of_change|trading_signal_composite|G_Complex_Price_Pattern_Indicator,mean3,3,0.057294981728489104,0.7212640437883314,0.40625,0.06278183175642246,0.0519743998832204,0.15232652269399768,0.40701284742023475,0.03655015770190881,0.020744824026580296
atr_percentage|open_close_ratio|Volume%_rolling_90,mean3,3,0.06463537213455028,0.7212509820648804,0.296875,0.0504813372010388,0.07836049691856142,0.4762996287462633,0.6626150853771875,0.049875357889666544,0.01476001424488374
ATR%|open_close_ratio|Volume%_rolling_90,mean3,3,0.06463537213455028,0.7212509820648804,0.296875,0.0504813372010388,0.07836049691856142,0.47629962833878053,0.6626150830160353,0.049875357889666544,0.01476001424488374
rapid_price_change_zscore|information_rate_of_change|trading_signal_composite,mean3,3,0.05587680279814405,0.7211918059217426,0.390625,0.06557782944589383,0.04646974665487152,0.20259562726694894,0.40596475995730974,0.041747530178064124,0.014129272620079923
High_Close|Realized_Vol_10d|G_Complex_Price_Pattern_Indicator,mean3,3,0.05877319573047513,0.7208388095808772,0.34375,0.0667261298260956,0.05106125963775226,0.4289091977155552,0.437831327126868,0.05191560677635443,0.006857588954120704
mp_d4_b477_skew_trace|percent_from_high|cv_20d_percentile,mean3,3,0.06573441938638554,-0.7206331555376291,0.40625,-0.07315985608094155,-0.05853399592499786,0.26123563007925366,0.348019235444655,0.03768819688218446,0.02804622250420108
mp_d4_b396_sym_trace|ATR%|G_Momentum_Confluence_Indicator,mean3,3,0.06756557136567913,0.7202622051166849,0.3125,0.06118057480346737,0.07375708318358147,0.29927185258985634,0.6907294722058474,0.05552749810283517,0.012038073262843958
mp_d4_b396_sym_trace|atr_percentage|G_Momentum_Confluence_Indicator,mean3,3,0.06756557136567913,0.7202622051166849,0.3125,0.06118057480346737,0.07375708318358147,0.2992718471134903,0.6907294329928187,0.05552749810283517,0.012038073262843958
High_Close|Realized_Vol_10d|information_rate_of_change,mean3,3,0.060246446862134616,0.7200477356888487,0.34375,0.06058706306892227,0.05991615235858295,0.4085988253990134,0.5384188359761123,0.05191560677635443,0.008330840085780188
F4_Price_Ratio|rapid_price_change_zscore|G_Price_Volume_Disparity_Index,mean3,3,0.058411158515714275,0.7199746661815076,0.3125,0.05838465409585472,0.058436859771335656,0.23314811544116837,0.430285989986242,0.05307409683031943,0.005337061685394842
rapid_price_change_zscore|Realized_Vol_21d|G_Volume_Trend_Analyzer,mean3,3,0.053161683883278056,0.7198609724876799,0.40625,0.061401000573487546,0.04517204345640826,0.4142665162679632,0.4758981061511328,0.041747530178064124,0.011414153705213932
mp_d4_b396_sym_trace|F4_Price_Ratio|volatility_score,mean3,3,0.06307411976134548,0.7198431585849692,0.375,0.059024001929455706,0.06700150674984465,0.34267378471909715,0.5178508420859944,0.05552749810283517,0.007546621658510312
hammer_pattern|volatility_score|KC_LOWER%,mean3,3,0.05714898756034858,0.7196307346221237,0.34375,0.06354469851899312,0.05094708602469326,0.19657701158665405,0.5643791140869844,0.035384398153722414,0.021764589406626164
ATR%|hammer_pattern|14ma%,mean3,3,0.06047603176678217,0.7195162376309767,0.328125,0.06425055663231366,0.05681588644263042,0.2848020782310852,0.604755632735579,0.049875357889666544,0.010600673877115628
