feats,op,order,v_sep,tail_ir,flip_rate,half1_sep,half2_sep,range_corr,redundancy,max_component_sep,lift_over_components
atr_percentage|volatility_score|Volume%_rolling_90,mean3,3,0.05987022372396054,0.8724202543957805,0.25,0.07330040316545022,0.04684701941706146,0.43785485160843124,0.5803178355313637,0.049875357889666544,0.009994865834293994
atr_percentage|hammer_pattern|G_High_Price_Momentum_Indicator,mean3,3,0.06931914159420254,0.8723161948891875,0.28125,0.07777516909092205,0.06111935735495936,0.4336229623462668,0.6527546826722739,0.049875357889666544,0.01944378370453599
ATR%|hammer_pattern|G_High_Price_Momentum_Indicator,mean3,3,0.06931914159420254,0.8723161948891875,0.28125,0.07777516909092205,0.06111935735495936,0.4336229651803677,0.6527546826595233,0.049875357889666544,0.01944378370453599
ATR%|rapid_price_change_zscore|hammer_pattern,mean3,3,0.07235523285178415,0.8712962563179877,0.203125,0.08156389007800567,0.06342562584453905,0.28370248692977384,0.5991161211797758,0.049875357889666544,0.022479874962117605
atr_percentage|rapid_price_change_zscore|hammer_pattern,mean3,3,0.07235523285178415,0.8712962563179877,0.203125,0.08156389007800567,0.06342562584453905,0.2837024775416552,0.5991161190019901,0.049875357889666544,0.022479874962117605
High_Close|ATR%|volatility_score,mean3,3,0.07072169213300983,0.8686064637700891,0.34375,0.08165094910448809,0.06012362476672788,0.4306750261223977,0.6311347288896874,0.05191560677635443,0.0188060853566554
High_Close|atr_percentage|volatility_score,mean3,3,0.07072169213300983,0.8686064637700891,0.34375,0.08165094910448809,0.06012362476672788,0.4306750249444571,0.6311346770804263,0.05191560677635443,0.0188060853566554
atr_percentage|G_Log_Scaled_Price_Ratio|volatility_score,mean3,3,0.06408278473916916,0.8649092001660253,0.34375,0.08129296961291102,0.04739412061917704,0.4119388577362474,0.6041074912106247,0.049875357889666544,0.014207426849502616
ATR%|G_Log_Scaled_Price_Ratio|volatility_score,mean3,3,0.06408278473916916,0.8649092001660253,0.34375,0.08129296961291102,0.04739412061917704,0.4119388602077058,0.604107547728368,0.049875357889666544,0.014207426849502616
atr_percentage|rapid_price_change_zscore|Volume%_rolling_90,mean3,3,0.06910648323147214,0.8647410457814353,0.265625,0.07555007003830824,0.06285815663090381,0.47854791536550434,0.5853723322783888,0.049875357889666544,0.0192311253418056
ATR%|rapid_price_change_zscore|Volume%_rolling_90,mean3,3,0.06910648323147214,0.8647410457814353,0.265625,0.07555007003830824,0.06285815663090381,0.47854791425769094,0.5853723842496376,0.049875357889666544,0.0192311253418056
atr_percentage|G_High_Price_Momentum_Indicator|volatility_score,mean3,3,0.06400639463588134,0.8640128080852645,0.375,0.08101955944240369,0.04750878027804148,0.4178444242498013,0.605398409065941,0.049875357889666544,0.014131036746214798
ATR%|G_High_Price_Momentum_Indicator|volatility_score,mean3,3,0.06400639463588134,0.8640128080852645,0.375,0.08101955944240369,0.04750878027804148,0.41784442638244373,0.6053984654328121,0.049875357889666544,0.014131036746214798
High_Close|ATR%|trading_signal_composite,mean3,3,0.06788664094515219,0.858589952358916,0.25,0.07378808519719546,0.06216402833711026,0.4987562224985522,0.5748901245192549,0.05191560677635443,0.015971034168797762
High_Close|atr_percentage|trading_signal_composite,mean3,3,0.06788664094515219,0.858589952358916,0.25,0.07378808519719546,0.06216402833711026,0.4987562234697711,0.5748900748101078,0.05191560677635443,0.015971034168797762
ATR%|G_High_Price_Momentum_Indicator|cv_20d_regime_low,mean3,3,0.06469862232604168,0.8570000570145117,0.34375,0.07502406133599873,0.05468607540729541,0.35363253479730966,0.5769082443264628,0.049875357889666544,0.014823264436375133
atr_percentage|G_High_Price_Momentum_Indicator|cv_20d_regime_low,mean3,3,0.06469862232604168,0.8570000570145117,0.34375,0.07502406133599873,0.05468607540729541,0.3536325278310145,0.5769081848475324,0.049875357889666544,0.014823264436375133
atr_percentage|G_Log_Scaled_Price_Ratio|cv_20d_regime_low,mean3,3,0.06455748298270796,0.8569886132121305,0.34375,0.07523999267673162,0.05419868570365471,0.3471730498547296,0.574728941624088,0.049875357889666544,0.014682125093041412
ATR%|G_Log_Scaled_Price_Ratio|cv_20d_regime_low,mean3,3,0.06455748298270796,0.8569886132121305,0.34375,0.07523999267673162,0.05419868570365471,0.34717305719001124,0.5747290012579996,0.049875357889666544,0.014682125093041412
F4_Price_Ratio|ATR%|trading_signal_composite,mean3,3,0.0679808796373178,0.854924181079247,0.25,0.07305892186891122,0.06305671747334841,0.398876951154073,0.5855597968670091,0.05307409683031943,0.014906782806998371
F4_Price_Ratio|atr_percentage|trading_signal_composite,mean3,3,0.0679808796373178,0.854924181079247,0.25,0.07305892186891122,0.06305671747334841,0.39887694790157785,0.5855597480480218,0.05307409683031943,0.014906782806998371
mp_d4_b65_sym_frob|ATR%|volatility_score,mean3,3,0.07072219309909096,0.8507284589047139,0.25,0.08546802016694457,0.056423209275717784,0.3951006130761897,0.643070218197691,0.05337496034773076,0.0173472327513602
mp_d4_b65_sym_frob|atr_percentage|volatility_score,mean3,3,0.07072219309909096,0.8507284589047139,0.25,0.08546802016694457,0.056423209275717784,0.39510061090909415,0.6430701695261645,0.05337496034773076,0.0173472327513602
F4_Price_Ratio|atr_percentage|volatility_score,mean3,3,0.06923317613909082,0.8506251257086379,0.25,0.0821605866587897,0.05669750533211007,0.314961370805642,0.6388440705736146,0.05307409683031943,0.016159079308771383
F4_Price_Ratio|ATR%|volatility_score,mean3,3,0.06923317613909082,0.8506251257086379,0.25,0.0821605866587897,0.05669750533211007,0.31496137802776103,0.6388441212756384,0.05307409683031943,0.016159079308771383
ATR%|trend_direction_10d|volatility_score,mean3,3,0.06658362349924066,0.847496224145985,0.28125,0.08408874615935388,0.04960895910155509,0.2070442113459651,0.6270625577164317,0.049875357889666544,0.016708265609574113
atr_percentage|trend_direction_10d|volatility_score,mean3,3,0.06658362349924066,0.847496224145985,0.28125,0.08408874615935388,0.04960895910155509,0.20704419671211682,0.6270625006906247,0.049875357889666544,0.016708265609574113
ATR%|volatility_score|14ma%,mean3,3,0.06071854868490106,0.8463641067681533,0.265625,0.07471452329859954,0.04714669451404192,0.2771033763161429,0.6861653810331112,0.049875357889666544,0.010843190795234513
atr_percentage|volatility_score|14ma%,mean3,3,0.06071854868490106,0.8463641067681533,0.265625,0.07471452329859954,0.04714669451404192,0.27710336709772215,0.6861653293069443,0.049875357889666544,0.010843190795234513
information_rate_of_change|hammer_pattern|Volume%_rolling_90,mean3,3,0.06769264746706805,0.8442283619989641,0.296875,0.05270308916077368,0.08222797673377769,0.3737392247712605,0.6070572892099432,0.03655015770190881,0.031142489765159237
ATR%|mp_d4_b267_sym_trace|volatility_score,mean3,3,0.06941214530267563,0.8418847821922383,0.28125,0.0800380276358375,0.059108259403851976,0.3790188979882036,0.6656849318304162,0.049875357889666544,0.019536787413009085
atr_percentage|mp_d4_b267_sym_trace|volatility_score,mean3,3,0.06941214530267563,0.8418847821922383,0.28125,0.0800380276358375,0.059108259403851976,0.3790188952570768,0.6656848831290885,0.049875357889666544,0.019536787413009085
ATR%|volatility_score|VWAP%,mean3,3,0.06088908895882876,0.8415602787418257,0.328125,0.07406177879214262,0.04811557154470623,0.27535136069269045,0.6846702266876876,0.049875357889666544,0.011013731069162216
atr_percentage|volatility_score|VWAP%,mean3,3,0.06088908895882876,0.8415602787418257,0.328125,0.07406177879214262,0.04811557154470623,0.275351351271527,0.6846701744069563,0.049875357889666544,0.011013731069162216
ATR%|direction_flipper_count5|volatility_score,mean3,3,0.059768026678109064,0.8388171431239044,0.25,0.08522496029020171,0.03508251529668589,0.2146747219573372,0.6051496897298092,0.049875357889666544,0.00989266878844252
atr_percentage|direction_flipper_count5|volatility_score,mean3,3,0.059768026678109064,0.8388171431239044,0.25,0.08522496029020171,0.03508251529668589,0.21467470812543743,0.605149632567986,0.049875357889666544,0.00989266878844252
atr_percentage|trend_consistency_5d|volatility_score,mean3,3,0.059768026678109064,0.8388171431239044,0.25,0.08522496029020171,0.03508251529668589,0.21467470802850713,0.6051496309219427,0.049875357889666544,0.00989266878844252
ATR%|trend_consistency_5d|volatility_score,mean3,3,0.059768026678109064,0.8388171431239044,0.25,0.08522496029020171,0.03508251529668589,0.21467472186040676,0.6051496880837655,0.049875357889666544,0.00989266878844252
atr_percentage|mp_d5_b169_sym_top_left|volatility_score,mean3,3,0.06689104598748442,0.8349542232203473,0.3125,0.07923257498708443,0.05492350271514501,0.41460729825162007,0.6279916511623512,0.049875357889666544,0.01701568809781788
ATR%|mp_d5_b169_sym_top_left|volatility_score,mean3,3,0.06689104598748442,0.8349542232203473,0.3125,0.07923257498708443,0.05492350271514501,0.4146073003996952,0.6279917042382032,0.049875357889666544,0.01701568809781788
