feature,topqIC_raw,topqIR_raw,topqIC_tsz,topqIR_tsz
dollar_volume_ratio_252d,0.039105942288001135,0.680054231110458,0.047594149736781485,0.9296738455160782
atr_percentile_rank,0.0014487343321674324,0.021049213541766452,0.03259371243110599,0.48660060899196844
price_position_50d,-0.015012873753986765,-0.14554676594911406,-0.008034579090613002,-0.08188412689648424
sustained_volume_burst_count,0.015621208670771651,0.4359621365671011,-0.0010021422732238903,-0.016372270200528442
volume_spike_ratio,0.037147916589177425,0.7795654177624415,0.035919087537207225,0.7525486352055826
