feature,tdmd_ic,tdmd_ir,tdmd_days,global_ic,global_ir,model_rank,abs_tdmd_ir
beta_DIA,0.004830018806070749,0.026861858123414805,71,-0.022551448273051132,-0.1043664399455119,168.0,0.026861858123414805
VWAP_std14,0.0033692702932893253,0.026498052752259787,71,-0.005993848297485723,-0.06173523739478386,482.0,0.026498052752259787
SMA50,-0.0032455035444513666,-0.026212683424499377,71,-0.00686809254494841,-0.09178755736589927,398.0,0.026212683424499377
HC_GP_Composite,-0.0035769782460510456,-0.025574711676591262,71,0.005111547508207783,0.05244143342265578,165.0,0.025574711676591262
Price_Differential_Ratio_SignalStrength,-0.0027655373311547375,-0.023752081145460797,71,0.0016518848546050262,0.03335648865244047,553.0,0.023752081145460797
corr_VIX,-0.004092227060966711,-0.023230867989169908,71,0.01907703705864858,0.09581090860835238,120.0,0.023230867989169908
cv_20d_percentile,0.0032174780470177917,0.02255422217201306,71,0.0015663265348217648,0.018636637741827913,175.0,0.02255422217201306
Price_Differential_Ratio_BullishCross,0.0022874235723363144,0.021977103256699552,71,-0.0016653089362414157,-0.03981806556524232,585.0,0.021977103256699552
dollar_volume_ratio_10d,0.0027425910893032904,0.02165609670730202,71,0.0028546396944514048,0.05045822837555185,255.0,0.02165609670730202
mp_d4_b173_sym_top_left,-0.00298025106544065,-0.021028730273245845,71,-0.023298758896436546,-0.20565768689181282,,0.021028730273245845
mp_d5_b169_sym_top_left,0.003276317437565865,0.020863367269504208,71,-0.00023603802518752366,-0.002299232659633107,,0.020863367269504208
Price_Differential_Ratio_LogScale_Minmax_20d,-0.0024433518180239987,-0.019179026364057276,71,0.007124826662318907,0.09754144974675232,458.0,0.019179026364057276
mp_d4_b267_sym_trace,-0.002925463928857657,-0.019104067028293408,71,-0.006601339195204204,-0.07385332144364583,,0.019104067028293408
Price_Differential_Ratio_PctChange_3d,-0.002478651688898282,-0.019020268181797622,71,-0.005340455335301522,-0.0705108447316564,411.0,0.019020268181797622
Price_Differential_Ratio_LogDiff_3d,0.002478651688898282,0.019020268181797622,71,0.005340714592541087,0.07051434632545064,525.0,0.019020268181797622
momentum_strength_continuous,0.0030429745333277903,0.018957512078385794,71,0.001952988931849802,0.01392040067345684,301.0,0.018957512078385794
Price_Differential_Ratio_Diff_3d,0.0024441282511307194,0.018795065962639097,71,0.005249414281709083,0.06936682625779997,310.0,0.018795065962639097
return_5d,0.0029694567967209033,0.01844761980464524,71,0.001871951425990419,0.013347159590879962,496.0,0.01844761980464524
rapid_price_change_5d,0.0029694567967209033,0.01844761980464524,71,0.001871951425990419,0.013347159590879962,361.0,0.01844761980464524
mp_d4_b306_raw_top_left,-0.002621711922101515,-0.018179229636638733,71,0.007705819650429353,0.08462743694270738,,0.018179229636638733
return_3d,-0.002787272339841738,-0.018123670705772085,71,-0.015932670472684353,-0.12558638402771438,194.0,0.018123670705772085
beta_VIX,-0.002562440255767559,-0.014598047957724153,71,0.022177499183894826,0.10616668951969242,138.0,0.014598047957724153
Price_Differential_Ratio_BearishCross,0.0013192540737103635,0.014208592917009466,68,-0.0019118640181919513,-0.043947989721361415,551.0,0.014208592917009466
std_14,-0.0017267404540429656,-0.014089544697819617,71,-0.009264388330223099,-0.10002293015431624,395.0,0.014089544697819617
G_Cyclical_Price_Oscillator,-0.0017072492994194932,-0.01401724707103715,71,0.00605286387884554,0.07948141796451907,527.0,0.01401724707103715
dfa_alpha,-0.0015447649319733632,-0.013945287382281901,71,0.00038880636597311906,0.005569080245438505,426.0,0.013945287382281901
G_PDA_Weighted_Signal_Strength,-0.0016082987356208743,-0.013251278197269975,71,0.0020977247815116783,0.042478119393537205,232.0,0.013251278197269975
Price_Differential_Ratio,-0.0016002483489355416,-0.012813671366712097,71,-0.0035316184462011995,-0.027527973438003037,404.0,0.012813671366712097
G_Price_Differential_Analyzer,-0.0016002483489355416,-0.012813671366712097,71,-0.0035316184462011995,-0.027527973438003037,115.0,0.012813671366712097
pct_change_std_rolling,-0.0014797743033387431,-0.012105735461913939,71,-0.0068110230379374555,-0.09003208331234427,541.0,0.012105735461913939
Price_Differential_Ratio_Diff_1d,-0.0012546941710596562,-0.010805311210175212,71,0.00043830518909553296,0.005510001864738625,233.0,0.010805311210175212
Price_Differential_Ratio_LogDiff_1d,-0.001233549153204426,-0.010625270552962295,71,0.00047319254483574287,0.005946142397468798,235.0,0.010625270552962295
Price_Differential_Ratio_PctChange_1d,0.001233549153204426,0.010625270552962295,71,-0.00047287411561535667,-0.005942142820816152,209.0,0.010625270552962295
Price_Differential_Ratio_ZScore,0.001302567630527599,0.010049535886612617,71,0.006551629606002321,0.08444880054568157,286.0,0.010049535886612617
mp_d5_b108_sym_trace,-0.0012342533193758414,-0.008660936798987842,71,-0.018012170747531215,-0.19275416609075505,,0.008660936798987842
Parabolic_SAR,0.0010425418601271886,0.008539735087229165,71,-0.006407290269793294,-0.0840781289367684,563.0,0.008539735087229165
G_Price_Gap_Analyzer,-0.0010261015456216975,-0.00824809865815157,71,0.006664270914796216,0.0868731503930885,601.0,0.00824809865815157
G_PDA_Log_Zscore_20d,0.0010509456727181587,0.008104908376068172,71,0.006521452395506345,0.08407737732364896,335.0,0.008104908376068172
Price_Differential_Ratio_LogScale_Zscore_20d,0.0010509456727181587,0.008104908376068172,71,0.006521180568037357,0.08407414216944753,219.0,0.008104908376068172
Smoothed_Close,-0.0009810348488736192,-0.007975029868966933,71,-0.006723593018111874,-0.08868456030629375,552.0,0.007975029868966933
Kalman,-0.0009810348488736192,-0.007975029868966933,71,-0.006723593018111874,-0.08868456030629375,597.0,0.007975029868966933
Log_Divergence,-0.0009801217398101789,-0.007967556464304576,71,-0.006723575950295994,-0.08868427738011313,564.0,0.007967556464304576
Perturbed_Kalman,-0.0009801217398101789,-0.007967556464304576,71,-0.0067235740235848974,-0.08868431621659664,579.0,0.007967556464304576
Divergence,-0.0009799530953409255,-0.00796617618891369,71,-0.00672357912330954,-0.08868435154836032,169.0,0.00796617618891369
G_Triple_High_Trend_Indicator,-0.0009412526740647741,-0.007522223845628829,71,0.006793514737734722,0.08818937516284482,599.0,0.007522223845628829
mp_d4_b65_sym_frob,0.0011244221709707342,0.007497956279958245,71,-0.004842126419244694,-0.05185348454016459,,0.007497956279958245
lyapunov_exponent,-0.0007239864147382282,-0.0056532620636469905,71,-0.009043782681488782,-0.10036021982806365,435.0,0.0056532620636469905
percent_range,-0.0006765272036009909,-0.0054039709245411955,71,-0.0034356815591082145,-0.026816627507696013,61.0,0.0054039709245411955
High_Low,-0.0006765272036009909,-0.0054039709245411955,71,-0.0034356967901364036,-0.026816750575176948,40.0,0.0054039709245411955
intraday_range_pct,-0.0006765272036009909,-0.0054039709245411955,71,-0.0034356967901364036,-0.026816750575176948,84.0,0.0054039709245411955
G_Advanced_Trend_Synthesizer,-0.0006419757052153413,-0.005299583320359633,71,-0.006128586891916491,-0.08049766885606893,271.0,0.005299583320359633
G_Complex_Price_Pattern_Indicator,-0.0006534859046511295,-0.005213369473696495,71,0.006419294747569956,0.08339159065571485,600.0,0.005213369473696495
G_Momentum_Confluence_Indicator,-0.0005180506439133533,-0.004185652167857081,71,0.00659012890430116,0.08588716472775444,544.0,0.004185652167857081
G_Adjusted_Close_Tracker,0.00047833048616050135,0.0038324858075864184,71,-0.006427198218157639,-0.08358855137006822,281.0,0.0038324858075864184
volume_spike_ratio,-0.00046603155395521216,-0.0036380875143791408,71,0.002760224295219649,0.050621649587564536,102.0,0.0036380875143791408
trend_consistency_5d,-0.0005537651409149068,-0.003607436359441265,71,-0.0018434548297258126,-0.01670265240261146,528.0,0.003607436359441265
direction_flipper_count5,-0.0005537651409149068,-0.003607436359441265,71,-0.0018434548297258126,-0.01670265240261146,325.0,0.003607436359441265
Price_Differential_Ratio_LogScale_Rank_10d,0.0003858636075959456,0.003224093579565441,71,0.0036608169418435323,0.052791475275056246,550.0,0.003224093579565441
pct_change_std,0.00028513248043369365,0.0022825119664217726,71,-0.010398672875622194,-0.1091611040080439,429.0,0.0022825119664217726
price_quality_score,-0.0002388234399712997,-0.0019177067091990755,71,-0.006488217196170597,-0.08440029138498226,570.0,0.0019177067091990755
Price_Differential_Ratio_HighVolatilityRegime,-0.0001220929582907081,-0.0010832869664202497,71,0.0035291763903243997,0.06603266901420368,586.0,0.0010832869664202497
mp_d4_b364_skew_top_left,-0.00010620088878067616,-0.0007314095777786252,71,0.010456138695684125,0.12495700122279167,,0.0007314095777786252
VIX_Adjusted_ATR,8.630068748126541e-05,0.0006720436930798043,71,-0.009695621568923982,-0.10797860514456098,454.0,0.0006720436930798043
atr_14,8.630068748126541e-05,0.0006720436930798043,71,-0.009695638314905912,-0.1079787728761344,401.0,0.0006720436930798043
Complexity_Invariant_Distance,3.103373032280392e-05,0.0002553575124209212,71,-0.00834437967387208,-0.0970136940515142,472.0,0.0002553575124209212
Price_Differential_Ratio_ExtremeLow,,,3,-0.001290740483479756,-0.045359463344273175,580.0,
VIX_Close,,,0,,,86.0,
VIX_Regime_Numeric,,,0,,,545.0,
VIX_Percentile_30d,,,1,0.00970242860398486,0.42454340942913044,46.0,
VIX_Percentile_60d,,,2,0.005250331939413874,0.19759390382982484,34.0,
VIX_Percentile_252d,,,1,0.006577129759866776,0.24975289185828875,27.0,
VIX_Change_1d,,,0,,,57.0,
VIX_Change_5d,,,0,-0.012195325763914777,-0.6888296408094859,109.0,
VIX_Change_10d,,,0,0.01112061247422777,0.5196294329238896,79.0,
VIX_Change_20d,,,2,0.005891024134427749,0.22753769305396176,43.0,
VIX_Momentum,,,0,0.0078021793556458385,0.33933811815279147,128.0,
VIX_Acceleration,,,0,-0.011693667609914714,-0.555397004742525,49.0,
VIX_MA10,,,0,-0.0078021793556458385,-0.33933811815279147,73.0,
VIX_MA20,,,2,-0.002661039808059278,-0.10064795741238274,45.0,
VIX_MA50,,,2,-0.001442660915321519,-0.05293766032053483,139.0,
VIX_Cross_10_50,,,0,-0.010302816697705863,-0.5972447089182958,415.0,
VIX_Cross_20_50,,,0,,,105.0,
VIX_Mean_20d,,,2,-0.004033407096775736,-0.16310130046793406,72.0,
VIX_Std_20d,,,2,0.004839259457485768,0.19689508092751126,124.0,
VIX_Z_20d,,,2,0.0032726596035391755,0.13171422478014116,37.0,
VIX_Mean_50d,,,2,-0.0007045818739342419,-0.0256896615385438,119.0,
VIX_Std_50d,,,2,-0.002381529151536495,-0.08714049143883393,62.0,
VIX_Z_50d,,,2,0.008813635174290348,0.35189162906782645,53.0,
VIX_Mean_100d,,,2,-0.005697721296531008,-0.22006651902536434,197.0,
VIX_Std_100d,,,2,0.006173712987678686,0.24603007719963005,191.0,
VIX_Z_100d,,,2,0.006628635001264434,0.2530486114453426,91.0,
VIX_Extreme_High,,,0,,,20.0,
VIX_Extreme_Low,,,0,,,582.0,
VIX_of_VIX,,,2,-0.004110646154119787,-0.15661567923205802,160.0,
VIX_of_VIX_Z,,,2,-0.0007492038002887715,-0.027354921510702856,65.0,
VIX_Factor,,,0,,,70.0,
VIX_Risk_Multiplier,,,0,,,96.0,
VIX_Spike,,,0,,,583.0,
VIX_Bottom,,,0,,,183.0,
vix_percentile_rank,,,1,0.004629282724063747,0.17110232493152513,71.0,
vix_regime_scale,,,0,,,539.0,
vix_momentum_5d,,,0,-0.012195325763914777,-0.6888296408094859,89.0,
vix_acceleration,,,0,-0.006564252070114669,-0.28187157536140367,35.0,
vix_zscore,,,2,-0.0004377020946220277,-0.016576853806780437,88.0,
vix_regime_low,,,0,,,573.0,
vix_regime_high,,,0,,,32.0,
hurst_exponent,,,0,,,596.0,
