feature,tdmd_ic,tdmd_ir,tdmd_days,global_ic,global_ir,model_rank,abs_tdmd_ir
G_Volume_Price_Impact_Indicator,-0.00900069981861202,-0.06953559350063707,71,0.00905423763567215,0.09982032409902014,227.0,0.06953559350063707
G_Multi_Point_Price_Analyzer,-0.00862532790680686,-0.06899272912205631,71,0.0022657860939771816,0.027373708981471755,304.0,0.06899272912205631
G_Price_Volatility_Gauge,-0.008557990415394087,-0.06840021083339345,71,0.0022548053757920974,0.027565366882220284,369.0,0.06840021083339345
Volume%,0.009198274776856691,0.06820780383958946,71,0.013851211409438104,0.24300589593383054,23.0,0.06820780383958946
Rolling_Mean_151,-0.008266281125465732,-0.06731023868773958,71,-0.008072713179823915,-0.10914764937720635,548.0,0.06731023868773958
atr_regime_high,0.007073729456173623,0.06696241011931088,70,-9.28528564982818e-05,-0.001574203283560911,6.0,0.06696241011931088
emd_features_IMF_1_Energy,-0.008521970075537528,-0.06406982681070038,71,-0.01379759195151959,-0.15136813496791632,321.0,0.06406982681070038
emd_features_IMF_2_Energy,-0.00852904062461036,-0.06343050828766271,71,-0.013870196061523236,-0.1523793643392108,351.0,0.06343050828766271
Low_Close,-0.011559320888513983,-0.06326523117122843,71,0.015758652217251177,0.11230244088044485,320.0,0.06326523117122843
information_rate_of_change,0.008572682118727972,0.06200514556207758,71,-0.010960230642427174,-0.06905866659078919,29.0,0.06200514556207758
HC_Predict_Regime,0.00794984081176069,0.06104099533229831,71,-0.0013313455332186026,-0.011482698828879562,25.0,0.06104099533229831
cv_10d_regime_high,-0.00864488421312297,-0.05999677930930693,71,-0.005109730511818951,-0.07638581415285325,556.0,0.05999677930930693
Rolling_Std_151,-0.0076996425789775435,-0.05965359752151314,71,-0.012285026564249277,-0.13110186267214594,376.0,0.05965359752151314
