feature,auc,sep,consistency,cohens_d,pool_ic,family,n_days,model_rank
RSI_HC_Composite,0.48972830620433233,0.010271693795667669,0.5846153846153846,0.01666717231273651,0.008972403521002214,oscillator,65,134.0
liquidity_score,0.5098471666311419,0.009847166631141935,0.5846153846153846,0.027016760781407356,-0.06417184446633556,other,65,249.0
beta_SPY,0.5097953208464389,0.00979532084643886,0.5076923076923077,0.018060404807329178,0.00034360187052856505,other,65,144.0
price_position_50d,0.49032067219777675,0.009679327802223248,0.6153846153846154,-0.023704957216978073,-0.036913260189671164,other,65,418.0
HC_GP_Composite,0.5096699880122728,0.009669988012272812,0.5384615384615384,0.06706710159778595,-0.015123534372423551,high_close,65,165.0
HC_Ratio,0.49054058090787733,0.009459419092122667,0.6307692307692307,0.013029851950705051,-0.0128534045001617,high_close,65,22.0
high_close_ratio,0.49054058090787733,0.009459419092122667,0.6307692307692307,0.013029851950705051,-0.0128534045001617,high_close,65,18.0
High_Close_Ratio,0.49054058090787733,0.009459419092122667,0.6307692307692307,0.013029851950705051,-0.0128534045001617,high_close,65,28.0
noise_WhiteNoise,0.4910404870874692,0.008959512912530776,0.6,-0.026332827284932137,0.011180403053310577,other,65,513.0
Lyapunov_Scaled,0.5084665430832027,0.008466543083202716,0.5384615384615384,0.04112301766872406,0.004649954706021003,complexity/chaos,65,178.0
autocorrelation,0.4916811824438654,0.008318817556134617,0.5846153846153846,-0.0373481884598732,0.00014709792857846036,complexity/chaos,65,305.0
G_Multi_Point_Price_Analyzer,0.5083056156452962,0.008305615645296194,0.5692307692307692,0.005954541265964508,-0.03564657820576805,genetic,65,304.0
Price_Differential_Ratio_Acceleration_5d,0.5082156035670466,0.008215603567046648,0.5692307692307692,0.01958758570253849,-0.00777721443440583,price_differential,65,497.0
cv_20d,0.4918133164186649,0.008186683581335119,0.5076923076923077,-0.01541017647832632,-0.04107869020129391,volatility,65,252.0
price_position_20d,0.5080935572885992,0.008093557288599174,0.5384615384615384,0.035037025809288025,-0.05035925071754048,other,65,284.0
beta_QQQ,0.5079947939201486,0.007994793920148568,0.5230769230769231,0.015160632319748402,-0.00046295015856857966,other,65,121.0
volume_volatility,0.4921623164038669,0.007837683596133127,0.5230769230769231,-0.028750838711857796,-0.016049627426201116,volume,65,410.0
percent_change_Close_lag_10,0.492174890539419,0.007825109460581015,0.5538461538461539,-0.02550259232521057,-0.009788626081507766,genetic,65,450.0
N1_WN_LC,0.5077213968699337,0.007721396869933672,0.5076923076923077,0.03145143389701843,0.004325928497391775,other,65,
beta_DIA,0.5076608954677546,0.007660895467754614,0.5538461538461539,0.016458695754408836,0.002290108891484483,other,65,168.0
Distance to Resistance (%),0.50709517961021,0.007095179610210001,0.5384615384615384,0.0244856309145689,0.0462844336922129,distance_to_level,65,293.0
Price_Differential_Ratio_InfoDecay_5d,0.492935492014665,0.007064507985334978,0.5538461538461539,-0.010797171853482723,-0.01026319498677165,price_differential,65,406.0
higuchi_fractal_dimension,0.4930063054413676,0.006993694558632413,0.5384615384615384,-0.007606848608702421,-0.005885276931823343,complexity/chaos,65,507.0
Price_Differential_Ratio_InfoDecay_3d,0.49312109128411213,0.006878908715887866,0.5538461538461539,-0.024599509313702583,-0.0040735544493079884,price_differential,65,158.0
Distance to Support (%),0.49330744647187597,0.0066925535281240345,0.5076923076923077,0.015023266896605492,-0.049377497352632034,distance_to_level,65,279.0
return_20d,0.49364515822793814,0.006354841772061859,0.5538461538461539,0.017526565119624138,-0.05374616451329101,momentum/return,65,347.0
atr_regime_high,0.4940199866742113,0.00598001332578868,0.6923076923076923,-0.05986858531832695,-0.0022907836780920164,atr,65,6.0
return_10d_abs,0.5057407245773439,0.00574072457734387,0.5076923076923077,0.02743370272219181,-0.023663262386306335,momentum/return,65,402.0
G_PDA_Info_Decay_3d,0.49468261154472065,0.005317388455279348,0.5076923076923077,-0.00898093543946743,0.0026019824285497925,genetic,65,542.0
G_PDA_Autocorr_3d,0.5053173884552793,0.005317388455279293,0.5076923076923077,0.008981435559689999,-0.002601734322638744,complexity/chaos,65,342.0
Price_Differential_Ratio_Autocorr_3d,0.5053173884552793,0.005317388455279293,0.5076923076923077,0.008981435559689999,-0.002601734322638744,price_differential,65,313.0
trend_consistency_20d,0.505250417714232,0.005250417714231959,0.5538461538461539,0.009969193488359451,-0.015870815317103756,trend,65,508.0
corr_QQQ,0.49487068843767845,0.005129311562321548,0.5076923076923077,-0.018032299354672432,0.01608256599141378,other,65,136.0
Price_Differential_Ratio_BullishCross,0.5050951299795062,0.00509512997950623,0.5076923076923077,0.029209518883283266,-0.019793691948832428,price_differential,65,585.0
F1_PinkNoise,0.5049108072747244,0.004910807274724371,0.5076923076923077,0.018241703510284424,-0.009104621191123322,other,65,
atr_percentile_rank,0.4953265552640731,0.004673444735926902,0.5692307692307692,-0.02695617452263832,0.0207742305506274,atr,65,38.0
Price_Differential_Ratio_Autocorr_5d,0.5046307519433023,0.004630751943302314,0.5076923076923077,0.007568919565528631,0.013524061011625574,price_differential,65,503.0
volume_entropy,0.49554641716993547,0.004453582830064529,0.5076923076923077,-0.04201066121459007,0.0021507697379097804,volume,65,316.0
KC_UPPER%,0.495561276820434,0.0044387231795660065,0.5076923076923077,-0.02618420124053955,0.048106494215592994,channel,65,90.0
cv_50d,0.5043846075243726,0.004384607524372641,0.5384615384615384,0.04591810703277588,-0.03581976051127363,volatility,65,199.0
cv_50d_regime_high,0.4957917694023313,0.004208230597668727,0.5384615384615384,-0.017869144678115845,-0.0002077225844296106,volatility,65,562.0
distance_from_sma_50d,0.4962385791954359,0.0037614208045640973,0.5230769230769231,-0.0009948998922482133,-0.05476297021651759,trend,65,367.0
corr_DIA,0.49629153439563833,0.003708465604361666,0.5230769230769231,-0.01817530021071434,0.021383475685928768,other,65,31.0
corr_VIX,0.5036712177401578,0.003671217740157773,0.5384615384615384,0.015665872022509575,-0.012624741440464968,vix,65,120.0
corr_SPY,0.49636989467034737,0.003630105329652633,0.5230769230769231,-0.01583506353199482,0.018925176192597554,other,65,111.0
RSI,0.49648056324941064,0.0035194367505893553,0.5384615384615384,-0.007925930432975292,-0.05219769964974452,oscillator,65,387.0
Price_Differential_Ratio_SignalPersistence,0.5034903059385746,0.0034903059385745783,0.5230769230769231,-0.005083541143383571,0.004694032062318659,oscillator,65,270.0
Price_Differential_Ratio_LowVolatilityRegime,0.4965133475741989,0.0034866524258010956,0.5692307692307692,-0.014623859123530763,-0.014819252326532636,price_differential,65,307.0
Price_Differential_Ratio_MomentumAccelerating,0.4965271493710283,0.00347285062897168,0.5846153846153846,-0.016694346729683587,0.012485492356355597,momentum/return,65,592.0
higher_order_moments_Skewness,0.5030604444208419,0.003060444420841857,0.5076923076923077,0.04314830154180527,-0.021726624240019126,other,65,417.0
stress_v6,0.5029053387377801,0.0029053387377800943,0.5230769230769231,0.02576625347137451,-0.02289024550818993,other,65,452.0
Price_Differential_Ratio_HighVolatilityRegime,0.4973633887684233,0.002636611231576713,0.49230769230769234,-0.019688157745902417,0.0059832939038685935,price_differential,65,586.0
Pattern_Indicator,0.5022961458634767,0.0022961458634767062,0.5538461538461539,-0.008618528954684734,0.028376639922976402,other,65,234.0
cv_10d_percentile,0.49789956456287526,0.002100435437124737,0.5076923076923077,-0.011623270809650421,-0.0071475261600966395,volatility,65,334.0
Volume_rolling_28,0.5016913882796931,0.0016913882796930624,0.5230769230769231,0.00857436191290617,-0.004722860791348291,volume,65,434.0
cv_10d_regime_high,0.4985000475732643,0.0014999524267356734,0.5846153846153846,-0.0055463616736233234,-0.022218500514380433,volatility,65,556.0
Market_Regime,0.4986064289089814,0.0013935710910186194,0.5384615384615384,-0.007926223799586296,0.03547268961100781,regime,65,438.0
trend_direction_50d,0.5013935710910186,0.001393571091018564,0.5384615384615384,0.008125131949782372,-0.03547268961100781,trend,65,568.0
Trend_Direction,0.5013935710910186,0.001393571091018564,0.5384615384615384,0.008125131949782372,-0.03547268961100781,trend,65,584.0
Volume_lag_1,0.5012458332305739,0.0012458332305739228,0.5538461538461539,0.014202937483787537,-0.013703592002806353,volume,65,216.0
Price_Differential_Ratio_BearishCross,0.498871413192817,0.001128586807182974,0.5538461538461539,-0.01271016759903996,0.009874708102949745,price_differential,65,551.0
vix_percentile_rank,0.5009892943079238,0.000989294307923827,0.03076923076923077,-0.0013104836689308286,0.033768878766509934,vix,65,71.0
doji_pattern,0.4990749195760981,0.0009250804239018806,0.6923076923076923,-0.012985491193830967,0.011196163728414438,other,65,566.0
G_Volume_Weighted_High_Ratio,0.49937799284344786,0.0006220071565521401,0.5076923076923077,-0.0014767885440960526,0.011324985165789175,volume,65,166.0
percent_change_Close_lag_1,0.5005671649229242,0.0005671649229241904,0.5538461538461539,0.0005318482872098684,-0.0308106510960748,genetic,65,287.0
VIX_Z_20d,0.5005128205128205,0.0005128205128205332,0.015384615384615385,-0.0045511191710829735,0.14088669950738916,vix,65,37.0
VIX_Mean_100d,0.5005128205128205,0.0005128205128205332,0.015384615384615385,0.0010313609382137656,0.14088669950738916,vix,65,197.0
VIX_MA50,0.5005128205128205,0.0005128205128205332,0.015384615384615385,0.0002891045587603003,0.14088669950738916,vix,65,139.0
VIX_Mean_50d,0.5005128205128205,0.0005128205128205332,0.015384615384615385,0.00044679714483208954,0.14088669950738916,vix,65,119.0
VIX_of_VIX,0.5005128205128205,0.0005128205128205332,0.015384615384615385,-0.0024188414681702852,0.14088669950738916,vix,65,160.0
vix_zscore,0.5005128205128205,0.0005128205128205332,0.015384615384615385,-0.004503839649260044,0.14088669950738916,vix,65,88.0
VIX_Change_20d,0.4994871794871795,0.0005128205128204777,0.015384615384615385,-0.0053148469887673855,-0.14088669950738916,vix,65,43.0
VIX_Z_50d,0.4994871794871795,0.0005128205128204777,0.015384615384615385,-0.0037118892651051283,-0.14088669950738916,vix,65,53.0
VIX_Std_20d,0.4994871794871795,0.0005128205128204777,0.015384615384615385,-0.0017702593468129635,-0.14088669950738916,vix,65,124.0
VIX_Std_50d,0.4994871794871795,0.0005128205128204777,0.015384615384615385,8.884589624358341e-05,-0.14088669950738916,vix,65,62.0
VIX_Mean_20d,0.4994871794871795,0.0005128205128204777,0.015384615384615385,0.00025261909468099475,-0.14088669950738916,vix,65,72.0
VIX_Z_100d,0.4994871794871795,0.0005128205128204777,0.015384615384615385,-0.003672312945127487,-0.14088669950738916,vix,65,91.0
VIX_Std_100d,0.4994871794871795,0.0005128205128204777,0.015384615384615385,-0.0005372839514166117,-0.14088669950738916,vix,65,191.0
VIX_MA20,0.4994871794871795,0.0005128205128204777,0.015384615384615385,0.0006815411034040153,-0.14088669950738916,vix,65,45.0
VIX_of_VIX_Z,0.4994871794871795,0.0005128205128204777,0.015384615384615385,-0.0027281425427645445,-0.14088669950738916,vix,65,65.0
cv_10d_regime_low,0.49949396642303495,0.0005060335769650481,0.5076923076923077,-0.003861554665490985,-0.003672112115853684,volatility,65,559.0
Volume_rolling_90,0.5004084800264366,0.000408480026436564,0.5076923076923077,0.0004368463414721191,-0.0030447380281472306,volume,65,377.0
VIX_Percentile_252d,0.5003975783315925,0.00039757833159248523,0.046153846153846156,-0.0020846789702773094,0.04814103090978258,vix,65,27.0
atr_regime_low,0.4996523022863628,0.00034769771363718505,0.5230769230769231,-0.0030797726940363646,-0.02119952332217829,atr,65,148.0
Price_Differential_Ratio_ExtremeLow,0.500292894341148,0.00029289434114798674,0.06153846153846154,0.02002444747622228,0.04501939682519188,price_differential,65,580.0
Volume_std,0.49976566568347863,0.00023433431652136738,0.5384615384615384,0.018215322867035866,-0.005633490894622978,volume,65,317.0
corr_IWM,0.5001689116089553,0.0001689116089552689,0.5692307692307692,-0.009882899932563305,0.02558438382350342,other,65,33.0
dfa_alpha,0.49996038671709075,3.9613282909245484e-05,0.5076923076923077,0.017727678641676903,-0.008406917029429736,complexity/chaos,65,426.0
VIX_Cross_10_50,0.5,0.0,0.0,,,vix,65,415.0
VIX_Extreme_High,0.5,0.0,0.0,,,vix,65,20.0
VIX_Cross_20_50,0.5,0.0,0.0,,,vix,65,105.0
VIX_Factor,0.5,0.0,0.0,0.0025313582736998796,,vix,65,70.0
VIX_Spike,0.5,0.0,0.0,,,vix,65,583.0
VIX_Bottom,0.5,0.0,0.0,,,vix,65,183.0
VIX_Extreme_Low,0.5,0.0,0.0,0.0009150533877730479,,vix,65,582.0
vix_momentum_5d,0.5,0.0,0.0,-0.005186138208955526,,vix,65,89.0
vix_acceleration,0.5,0.0,0.0,-0.0034912177361547947,,vix,65,35.0
vix_regime_low,0.5,0.0,0.0,0.00021763138647656888,,vix,65,573.0
vix_regime_scale,0.5,0.0,0.0,-0.0016417255392298102,,vix,65,539.0
vix_regime_high,0.5,0.0,0.0,0.001815531519241631,,vix,65,32.0
VIX_Risk_Multiplier,0.5,0.0,0.0,-0.003038028022274375,,vix,65,96.0
VIX_Acceleration,0.5,0.0,0.0,-0.0033723616506904364,,vix,65,49.0
VIX_MA10,0.5,0.0,0.0,0.0011135032400488853,,vix,65,73.0
VIX_Change_10d,0.5,0.0,0.0,-0.004712880589067936,,vix,65,79.0
VIX_Change_5d,0.5,0.0,0.0,-0.005186138208955526,,vix,65,109.0
VIX_Momentum,0.5,0.0,0.0,-0.00456579914316535,,vix,65,128.0
VIX_Close,0.5,0.0,0.0,-0.003037890652194619,,vix,65,86.0
VIX_Regime_Numeric,0.5,0.0,0.0,-0.0017575916492846315,,vix,65,545.0
VIX_Percentile_30d,0.5,0.0,0.0,-0.0038757589645683765,,vix,65,46.0
VIX_Percentile_60d,0.5,0.0,0.0,-0.004100473131984472,,vix,65,34.0
VIX_Change_1d,0.5,0.0,0.0,-0.0025637096259742975,,vix,65,57.0
