feature,auc,sep,consistency,cohens_d,pool_ic,family,n_days,model_rank
G_Cyclical_Price_Oscillator,0.5289406566974795,0.028940656697479472,0.6153846153846154,0.08695849776268005,-0.013347794571783157,genetic,65,527.0
Parabolic_SAR,0.4710759118170945,0.028924088182905483,0.6,-0.09612420946359634,0.012585608199748917,trend,65,563.0
return_3d,0.5288941647788218,0.028894164778821785,0.6153846153846154,0.09892125427722931,-0.040759267925615676,momentum/return,65,194.0
mp_d4_b364_skew_top_left,0.47122372275790697,0.02877627724209303,0.6615384615384615,-0.11542493104934692,0.042043283655184456,matrix_power,65,
G_Price_Volume_Disparity_Index,0.5285666303928439,0.028566630392843906,0.6307692307692307,0.09941317141056061,-0.025268167193408592,volume,65,280.0
G_Advanced_Trend_Synthesizer,0.4714608412693696,0.0285391587306304,0.6,-0.09024746716022491,0.017743550759521682,trend,65,271.0
Price_Differential_Ratio_LogScale_Zscore_10d,0.5284760852513672,0.028476085251367245,0.6461538461538462,0.0969579741358757,-0.012885088638829045,price_differential,65,303.0
G_Momentum_Confluence_Indicator,0.5280967635491561,0.028096763549156134,0.6,0.08543034642934799,-0.010109111515409035,momentum/return,65,544.0
Significant_Indicators_Ensemble,0.4719748628562158,0.028025137143784185,0.6615384615384615,-0.08624384552240372,0.0108596357780874,other,65,489.0
G_High_Price_Momentum_Indicator,0.5279945142439424,0.027994514243942392,0.6461538461538462,0.12394723296165466,-0.04379741858817942,momentum/return,65,440.0
G_Log_Scaled_Price_Ratio,0.5279945142439424,0.027994514243942392,0.6461538461538462,0.12616805732250214,-0.04379741858817942,genetic,65,250.0
trend_direction_10d,0.5278799017390252,0.027879901739025215,0.6923076923076923,0.11482351273298264,-0.03537814292081055,trend,65,557.0
pct_change_std_rolling,0.472121537048832,0.027878462951168026,0.6,-0.09178086370229721,0.013665276714016331,volatility,65,541.0
distance_from_sma_10d,0.5278743197757163,0.027874319775716305,0.6153846153846154,0.09447570890188217,-0.05203419955544469,trend,65,282.0
Log_Divergence,0.4722529173339085,0.027747082666091494,0.6,-0.10114820301532745,0.01324404978083912,genetic,65,564.0
Smoothed_Close,0.4722529173339085,0.027747082666091494,0.6,-0.0920066386461258,0.01324404978083912,other,65,552.0
Kalman,0.4722529173339085,0.027747082666091494,0.6,-0.0920066386461258,0.01324404978083912,other,65,597.0
Divergence,0.4722529173339085,0.027747082666091494,0.6,-0.09200659394264221,0.01324404978083912,other,65,169.0
Perturbed_Kalman,0.4722529173339085,0.027747082666091494,0.6,-0.09200660139322281,0.01324404978083912,other,65,579.0
G_Volume_Adjusted_Price_Indicator,0.4722919111859022,0.02770808881409781,0.6153846153846154,-0.03640180081129074,0.019122769582361407,volume,65,444.0
G_Price_Gap_Analyzer,0.5275557948493691,0.027555794849369097,0.6,0.08880224078893661,-0.010584872330496927,genetic,65,601.0
gap_in_atr_terms,0.5275225249896321,0.027522524989632147,0.6153846153846154,0.07374383509159088,-0.03336746075320738,atr,65,333.0
G_Adjusted_Close_Tracker,0.4724969215202117,0.02750307847978828,0.6,-0.09464319050312042,0.010103285618946781,genetic,65,281.0
price_quality_score,0.4726661315797703,0.027333868420229723,0.6,-0.0979887992143631,0.00996680206398253,other,65,570.0
maxima,0.4727756890357872,0.027224310964212795,0.6,-0.07808289676904678,0.014943522086581238,other,65,533.0
Rolling_Mean_28,0.4727830718128069,0.027216928187193123,0.6,-0.08738669753074646,0.014704241761237313,genetic,65,83.0
G_Triple_High_Trend_Indicator,0.5271954315485393,0.027195431548539317,0.6,0.08155599981546402,-0.009253155166473667,trend,65,599.0
SMA50,0.4728133084677294,0.0271866915322706,0.6,-0.0866386741399765,0.01462978760424724,trend,65,398.0
minima,0.4728722795280391,0.02712772047196088,0.5846153846153846,-0.07810910046100616,0.015199253268950372,other,65,511.0
G_Complex_Price_Pattern_Indicator,0.5271250162603184,0.02712501626031838,0.6,0.09791211783885956,-0.009896338843560495,genetic,65,600.0
Mean_Reversion_Z_Score_151_std_3,0.4728824511752663,0.027117548824733717,0.676923076923077,-0.09867355972528458,-0.024536075312682294,mean_reversion,65,461.0
cv_20d_percentile,0.4728898439981379,0.027110156001862118,0.5538461538461539,-0.08791768550872803,-0.011967835428399659,volatility,65,175.0
N4_SpectralEnt,0.47313698023754563,0.026863019762454365,0.5692307692307692,-0.09117016196250916,0.005143013846228952,other,65,
HC_Ratio_norm,0.4734824045637938,0.026517595436206187,0.6615384615384615,-0.0808359831571579,0.0005043665026942351,high_close,65,212.0
High_Close_Ratio_norm,0.4734824045637938,0.026517595436206187,0.6615384615384615,-0.0808359831571579,0.0005043665026942351,high_close,65,405.0
Rolling_Std_90,0.47387390993723866,0.026126090062761342,0.6923076923076923,-0.08701769262552261,0.009370553249015243,volatility,65,236.0
Price_Differential_Ratio_LogScale_Minmax_10d,0.5259538183338287,0.025953818333828704,0.6307692307692307,0.08576013892889023,-0.015519349070964167,price_differential,65,358.0
HC_Predict_Regime_norm,0.474323358437572,0.025676641562427993,0.6307692307692307,-0.07100800424814224,0.0034215562392560803,high_close,65,244.0
Lyapunov_Exponent_MA,0.4743871135814171,0.025612886418582892,0.6307692307692307,-0.06015925481915474,-0.04165966115418088,complexity/chaos,65,311.0
VWAP_std14,0.4743896933427605,0.025610306657239512,0.6307692307692307,-0.11350980401039124,-0.005856710069105362,distance_to_level,65,482.0
stress_v7,0.5255981239722048,0.025598123972204845,0.6153846153846154,0.09364107251167297,-0.023247852129294432,other,65,519.0
Rolling_Mean_90,0.4744614530699866,0.025538546930013395,0.5846153846153846,-0.08172152936458588,0.016265091752461235,genetic,65,399.0
G_Volume_Price_Impact_Indicator,0.5253097881286554,0.025309788128655364,0.6153846153846154,0.040299300104379654,-0.021207930689167508,volume,65,227.0
Perc_Diff,0.47477329934882456,0.025226700651175438,0.6307692307692307,-0.03732240945100784,-0.02621324896666362,other,65,153.0
Mean_Reversion_Z_Score_90_std_1,0.47485648802875013,0.025143511971249866,0.6461538461538462,-0.0817696675658226,-0.032371184891892585,mean_reversion,65,430.0
14ma%_count,0.4750321931535788,0.024967806846421192,0.676923076923077,-0.07320335507392883,-0.02851445879851415,trend,65,479.0
momentum_strength_5d,0.5249422148470999,0.02494221484709991,0.6615384615384615,0.10322766751050949,-0.04301501868581671,momentum/return,65,578.0
MA_200,0.47513410207068374,0.02486589792931626,0.5846153846153846,-0.0772663876414299,0.018551598825617487,trend,65,446.0
gap_percentage,0.5247345001318658,0.024734500131865844,0.5846153846153846,0.07077997922897339,-0.035851053328483574,other,65,188.0
Rolling_Mean_151,0.47544977446097886,0.024550225539021142,0.5692307692307692,-0.0781933069229126,0.017848185569596303,genetic,65,548.0
volatility_score,0.5245467461342307,0.02454674613423069,0.5692307692307692,0.05408192425966263,0.023869153934352447,other,65,505.0
Price_Differential_Ratio_LogScale_Zscore_50d,0.5245237300634246,0.024523730063424565,0.676923076923077,0.048318907618522644,-0.014225196035200893,price_differential,65,297.0
G_Logarithmic_Trend_Detector,0.47571243937504354,0.02428756062495646,0.6307692307692307,-0.06339399516582489,0.01522447917384241,trend,65,428.0
G_Price_Open_Ratio_Indicator,0.47571923173831,0.02428076826169001,0.6,-0.11436886340379715,0.04457537421899128,genetic,65,302.0
VWAP_std200,0.4757246513614336,0.024275348638566396,0.6307692307692307,-0.10151813924312592,-0.0037584659865490416,distance_to_level,65,288.0
Price_Differential_Ratio_LogScale_Minmax_20d,0.5242136361466048,0.024213636146604767,0.6,0.08367464691400528,-0.02182532600310043,price_differential,65,458.0
Weighted_Close_Change_Velocity,0.47604572854125776,0.023954271458742238,0.6307692307692307,-0.028089867904782295,-0.01201411305460484,other,65,393.0
std_14,0.476087298238659,0.023912701761341026,0.6,-0.08740044385194778,-0.0008961080124547715,volatility,65,395.0
Price_Differential_Ratio_LogScale_Rank_20d,0.5238263555452366,0.0238263555452366,0.6153846153846154,0.0686979740858078,-0.016991688882820127,price_differential,65,488.0
Mean_Reversion_Z_Score_28_std_1,0.4762760774629831,0.023723922537016884,0.6307692307692307,-0.06299193948507309,-0.03759184349599908,mean_reversion,65,299.0
Price_Differential_Ratio_LogScale_Rank_50d,0.5236774025149205,0.023677402514920454,0.6,0.06599922478199005,-0.014752501779356926,price_differential,65,328.0
dollar_volume_ma_10,0.4764549666697992,0.023545033330200804,0.5538461538461539,-0.049350861459970474,0.01059775178902227,dollar_volume,65,204.0
Price_Differential_Ratio_LogScale_Zscore_20d,0.523394201483062,0.023394201483062038,0.6153846153846154,0.0794810876250267,-0.020766961051133022,price_differential,65,219.0
G_PDA_Log_Zscore_20d,0.523394201483062,0.023394201483062038,0.6153846153846154,0.07948107272386551,-0.020766961051133022,genetic,65,335.0
mp_d4_b291_sym_top_left,0.523355464743321,0.023355464743320953,0.5692307692307692,0.08782007545232773,-0.07272689416414108,matrix_power,65,
Price_Differential_Ratio_ZScore,0.5233411521885464,0.023341152188546377,0.6153846153846154,0.07945457845926285,-0.020798759386047038,price_differential,65,286.0
Price_Differential_Ratio_LogDiff_3d,0.5226493532840658,0.02264935328406581,0.6307692307692307,0.08434464037418365,-0.022213773095986294,price_differential,65,525.0
Price_Differential_Ratio_PctChange_3d,0.4773506467159342,0.02264935328406581,0.6307692307692307,-0.08378466963768005,0.02221510439903599,price_differential,65,411.0
Volume%_rolling_90,0.5226403436524493,0.02264034365244927,0.6,0.08868657052516937,-0.058183175571138224,volume,65,63.0
Price_Differential_Ratio_LogScale_Minmax_50d,0.5225538237121476,0.022553823712147647,0.6461538461538462,0.05117979273200035,-0.017035671705743365,price_differential,65,502.0
KC_LOWER%,0.5224920624809042,0.022492062480904185,0.5846153846153846,0.07570566236972809,-0.0666536937632121,channel,65,457.0
lyapunov_exponent,0.4776072431080285,0.02239275689197151,0.6,-0.08032965660095215,0.005719923454238351,complexity/chaos,65,435.0
Price_Differential_Ratio_Diff_3d,0.5223795438164129,0.02237954381641294,0.6307692307692307,0.08414927870035172,-0.02228992338591801,price_differential,65,310.0
cv_50d_percentile,0.4776511914520829,0.0223488085479171,0.5384615384615384,-0.05647433176636696,-0.012391853897231053,volatility,65,296.0
Volume_Spectral_Splatter,0.4778818171059005,0.022118182894099503,0.6615384615384615,-0.0528443269431591,-0.006530687457548255,volume,65,522.0
days_since_high,0.5220650470424841,0.02206504704248413,0.5384615384615384,0.07118506729602814,0.000707875906623275,other,65,193.0
time_between_extremes,0.4783150881923856,0.021684911807614393,0.6,-0.0666075348854065,-0.00714783558099142,other,65,424.0
emd_features_IMF_2_Energy,0.47835337350527407,0.02164662649472593,0.6153846153846154,-0.06056635454297066,0.004821953975919638,other,65,351.0
momentum_score,0.5215703170800579,0.021570317080057855,0.5384615384615384,0.08309850841760635,-0.05325415912839984,momentum/return,65,451.0
alpha_IWM,0.4786390741062664,0.021360925893733618,0.6153846153846154,-0.03928512707352638,-0.03349788285154351,other,65,291.0
alpha_VIX,0.47928360559420985,0.02071639440579015,0.6153846153846154,-0.03258814662694931,-0.03364707700640583,vix,65,330.0
atr_14,0.4793288001043041,0.02067119989569588,0.5692307692307692,-0.08597450703382492,0.003437535347533807,atr,65,401.0
VIX_Adjusted_ATR,0.4793288001043041,0.02067119989569588,0.5692307692307692,-0.08406130224466324,0.003437535347533807,vix,65,454.0
Rolling_Std_151,0.47941627972834316,0.020583720271656836,0.6,-0.06456835567951202,0.011641144705239035,volatility,65,376.0
Volume%,0.5205659451666828,0.020565945166682753,0.6307692307692307,0.07351785153150558,-0.056643001592152374,volume,65,23.0
Price_Differential_Ratio_InformationRatio,0.4796189340967602,0.020381065903239792,0.6,-0.06084294244647026,0.013852961449344597,price_differential,65,420.0
Pattern_Indicator_norm,0.47974109768727746,0.020258902312722538,0.5230769230769231,-0.07112107425928116,0.03479560074456216,other,65,289.0
alpha_DIA,0.47980378936831947,0.020196210631680533,0.6,-0.03548019379377365,-0.03458561320089499,other,65,475.0
alpha_QQQ,0.4800357031203539,0.019964296879646126,0.6461538461538462,-0.035880934447050095,-0.030554862055433632,other,65,474.0
CID_Mean,0.48010444386920587,0.019895556130794134,0.5846153846153846,-0.03293468430638313,0.007689952578231005,other,65,245.0
14ma%,0.5198282126821275,0.019828212682127533,0.5538461538461539,0.07363611459732056,-0.05613562566735909,trend,65,341.0
price_position_100d,0.4803047343513634,0.019695265648636606,0.6153846153846154,-0.06765825301408768,-0.031970918182171175,other,65,490.0
cv_20d_regime_low,0.5193622339664294,0.019362233966429443,0.5230769230769231,0.07867643237113953,0.012486211877729386,volatility,65,558.0
percent_change_Close_lag_5,0.4807443695095272,0.019255630490472797,0.5538461538461539,-0.05527878552675247,-0.026161622156402973,genetic,65,384.0
emd_features_IMF_1_Energy,0.48081732798611526,0.01918267201388474,0.6,-0.05150661990046501,0.008240847225104868,other,65,321.0
alpha_SPY,0.48097481432299793,0.019025185677002066,0.6307692307692307,-0.03820052370429039,-0.030522231393091466,other,65,202.0
return_20d_abs,0.4810048836035935,0.018995116396406497,0.5538461538461539,0.007845916785299778,-0.039731294698539595,momentum/return,65,449.0
G_Lagged_Price_Volume_Convergence,0.4810816919575241,0.018918308042475906,0.6153846153846154,-0.06438705325126648,0.02884734967803141,volume,65,327.0
14ma%_change,0.5189028358027,0.018902835802700024,0.5384615384615384,0.015503805130720139,-0.0028559296665458386,trend,65,481.0
Complexity_Invariant_Distance,0.4811646487072858,0.018835351292714186,0.6461538461538462,-0.03481721505522728,0.008563596410622105,other,65,472.0
VWAP%,0.5187352941932686,0.01873529419326858,0.6,0.07423806190490723,-0.05245869384041941,distance_to_level,65,504.0
noise_PinkNoise,0.4813927465187044,0.018607253481295605,0.5230769230769231,-0.06528222560882568,-0.009424076745887312,other,65,363.0
Dynamic_RSI,0.48148767946588794,0.01851232053411206,0.6461538461538462,-0.06355111300945282,-0.04348748861855736,oscillator,65,372.0
emd_features_IMF_1_Std,0.4818947970205709,0.01810520297942908,0.6153846153846154,-0.08061295747756958,0.00894149174152714,other,65,447.0
gap_absolute,0.5179908462816369,0.01799084628163694,0.6,0.036260440945625305,-0.0015416968116699578,other,65,455.0
composite,0.4821625600072248,0.017837439992775206,0.6461538461538462,-0.0881611630320549,0.005925868890547518,other,65,
Price_Differential_Ratio_PctChange_5d,0.4821896794099742,0.017810320590025797,0.5692307692307692,-0.0673397034406662,0.020888322732829756,price_differential,65,407.0
Price_Differential_Ratio_LogDiff_5d,0.5178103205900257,0.01781032059002574,0.5692307692307692,0.06867934763431549,-0.020888322732829756,price_differential,65,179.0
CID_SD,0.4822329827412694,0.01776701725873059,0.6,-0.040006186813116074,0.007199710115675124,other,65,223.0
Price_Differential_Ratio_Diff_5d,0.5177211898078808,0.017721189807880844,0.5692307692307692,0.06838566809892654,-0.020837548894251313,price_differential,65,315.0
cv_10d,0.5175748128356024,0.01757481283560236,0.6615384615384615,0.03166026994585991,-0.03231702092511123,volatility,65,247.0
mp_d4_b50_raw_top_left,0.5175047530364667,0.017504753036466703,0.5846153846153846,0.06741417944431305,-0.05563403364100119,matrix_power,65,
Low_Close,0.5174964236938226,0.01749642369382265,0.5692307692307692,0.06506193429231644,-0.01020150608417,other,65,320.0
Price_Differential_Ratio_WeightedSignalStrength,0.5170730361408739,0.017073036140873854,0.5846153846153846,0.07361378945127404,-0.009853541610626253,price_differential,65,591.0
Price_Differential_Ratio_MomentumDecelerating,0.5170410448003828,0.01704104480038282,0.5692307692307692,0.07274610328573998,-0.0185282495855837,momentum/return,65,572.0
emd_features_IMF_2_Std,0.4832271832656156,0.01677281673438441,0.5384615384615384,-0.07710018754005432,0.005009248750012681,other,65,460.0
Price_Differential_Ratio_SignalStrength,0.5166949488817909,0.016694948881790905,0.6,0.06964686959153663,-0.00922182151525332,price_differential,65,553.0
dollar_volume_std_252,0.4839070291933141,0.016092970806685925,0.5384615384615384,-0.04280392825603485,0.010166341327318308,dollar_volume,65,237.0
dollar_volume_ma_252,0.48392686745012214,0.016073132549877855,0.5538461538461539,-0.042423367500305176,0.016055585826881946,dollar_volume,65,374.0
stress_vol_v7,0.5160368958794183,0.016036895879418256,0.6153846153846154,0.011667894199490547,-0.02123377409997714,other,65,210.0
dollar_volume_percentile,0.5158655524602832,0.015865552460283205,0.5692307692307692,0.021040054038167,-0.06259648761112578,dollar_volume,65,354.0
return_5d_abs,0.5155831151069102,0.01558311510691024,0.5846153846153846,0.04132230207324028,-0.045406683670958195,momentum/return,65,433.0
G_PDA_Weighted_Signal_Strength,0.515409691543843,0.015409691543842974,0.6,0.06626688716685503,-0.01248748445700592,genetic,65,232.0
dollar_volume_zscore,0.5150165313320403,0.015016531332040284,0.5538461538461539,0.07111678272485733,-0.06156201959744578,dollar_volume,65,26.0
cv_50d_regime_low,0.5147778787995594,0.014777878799559385,0.5076923076923077,0.06728839874267578,0.00823321400614881,volatility,65,268.0
time_reversal_asymmetry,0.514755097157336,0.014755097157336028,0.5692307692307692,0.015949532389640808,0.018539371212683394,other,65,467.0
return_10d,0.5146361108474531,0.014636110847453088,0.5538461538461539,0.04906821250915527,-0.04895819516826987,momentum/return,65,349.0
volume_trend_strength,0.4859650921799646,0.014034907820035414,0.5384615384615384,-0.0444301962852478,-0.029382451460396242,volume,65,529.0
volume_momentum_ratio,0.4859650921799646,0.014034907820035414,0.5384615384615384,-0.04414777085185051,-0.029382451460396242,volume,65,329.0
volume_trend_5d_20d,0.4859650921799646,0.014034907820035414,0.5384615384615384,-0.04414777085185051,-0.029382451460396242,volume,65,259.0
Lyapunov_Exponent,0.514030149294098,0.01403014929409796,0.5692307692307692,0.05085109919309616,-0.05980750570965058,complexity/chaos,65,412.0
dollar_volume_ratio_252d,0.5136312171520719,0.01363121715207194,0.5538461538461539,0.06646101921796799,-0.06050514621598918,dollar_volume,65,36.0
Price_Differential_Ratio_Acceleration_3d,0.5134734081005993,0.013473408100599271,0.6,-0.021326234564185143,0.0001679203493739301,price_differential,65,532.0
entropy,0.4869345733375298,0.013065426662470181,0.5692307692307692,-0.05072237178683281,-0.01648068820099991,complexity/chaos,65,173.0
direction_flipper_count_10,0.5129961932372292,0.012996193237229225,0.5692307692307692,0.04200531169772148,-0.027250615329742472,other,65,546.0
trend_consistency_10d,0.5129961932372292,0.012996193237229225,0.5692307692307692,0.04200555756688118,-0.027250615329742472,trend,65,538.0
market_regime_composite,0.512576409739026,0.012576409739025962,0.5692307692307692,0.054303303360939026,-0.04079450802881884,regime,65,567.0
trend_direction_20d,0.512576409739026,0.012576409739025962,0.5692307692307692,0.054303303360939026,-0.04079450802881884,trend,65,549.0
Price_Differential_Ratio_ExtremeHigh,0.5125087175175288,0.0125087175175288,0.5384615384615384,0.07450062666769836,-0.026762071432410994,price_differential,65,581.0
distance_from_sma_20d,0.5122249560078429,0.012224956007842902,0.5692307692307692,0.04817569628357887,-0.05957895337331674,trend,65,150.0
sustained_volume_burst_count,0.5121219229286538,0.012121922928653772,0.5692307692307692,0.08135499805212021,-0.01324313506303993,volume,65,565.0
liquidity_stress_3d,0.48789129994833463,0.012108700051665366,0.5384615384615384,-0.013653676956892014,-0.02886907764590364,other,65,462.0
beta_VIX,0.4879441029238721,0.01205589707612792,0.5692307692307692,-0.023905664682388306,0.0017604205239717412,vix,65,138.0
spectral_entropy,0.5119410823287327,0.0119410823287327,0.5692307692307692,0.03096911311149597,0.008878769953488177,complexity/chaos,65,464.0
dvamr_probability,0.4883795272506814,0.0116204727493186,0.5230769230769231,-0.053935226052999496,-0.018025080752437535,other,65,359.0
beta_IWM,0.5115341937952089,0.011534193795208925,0.5384615384615384,0.030610522255301476,0.004984521997094992,other,65,98.0
G_Price_Volatility_Gauge,0.5115285438772689,0.01152854387726887,0.5846153846153846,0.046181950718164444,-0.0382562793107853,genetic,65,369.0
cv_20d_regime_high,0.48874374252215264,0.011256257477847365,0.7384615384615385,-0.0692811980843544,-0.014535637253580785,volatility,65,560.0
higher_order_moments_Kurtosis,0.5112559812258353,0.011255981225835265,0.5692307692307692,0.0450848713517189,0.017188349324377527,other,65,164.0
return_3d_abs,0.5111657855681232,0.011165785568123199,0.5384615384615384,0.03992374986410141,-0.036584981664904495,momentum/return,65,381.0
HC_Predict_Regime,0.4893894426990979,0.010610557300902101,0.5846153846153846,-0.00951460748910904,-0.013471135134136098,high_close,65,25.0
volume_persistence,0.48941173897197393,0.01058826102802607,0.5692307692307692,-0.030556248500943184,-0.03322019028787515,volume,65,530.0
